credit_score,income,loan_amount,employment_years,debt_to_income,previous_defaults,default
447,219784.74,294675.29,34.28,0.52,0,0
784,174250.53,365667.65,12.93,0.26,3,0
782,91440.02,223524.79,25.47,0.56,0,1
740,112850.08,13037.22,4.56,0.18,0,0
435,150610.11,36894.42,28.15,0.1,0,1
424,75212.29,12120.94,31.68,0.33,0,0
411,83418.47,164642.15,2.17,0.34,0,1
343,192575.59,284174.76,5.21,0.63,0,0
490,86461.12,218186.7,9.17,0.52,0,0
557,132768.42,18292.64,31.72,0.29,0,0
504,84955.14,220656.38,21.84,0.26,0,0
719,51138.87,77400.68,11.68,0.48,2,0
661,97540.74,277709.74,0.22,0.09,0,1
312,224707.97,248896.55,2.74,0.77,0,0
726,134478.52,297151.79,25.69,0.6,0,0
449,43757.62,12465.85,9.78,0.58,0,0
736,165852.2,206412.39,6.11,0.14,2,1
491,176358.34,428869.63,31.55,0.63,0,1
813,157051.04,218466.65,27.23,0.26,0,0
749,94852.26,34256.08,31.03,0.67,0,1
843,82950.47,180141.71,22.49,0.71,0,0
738,227722.49,399838.9,34.24,0.48,1,0
837,41285.75,44188.66,27.29,0.66,0,0
393,32516.01,31195.56,7.38,0.45,1,1
682,52224.5,75594.66,23.43,0.33,0,0
302,59668.62,151227.97,1.38,0.65,0,0
416,105772.86,140302.29,29.63,0.41,0,0
660,74129.11,141804.5,31.35,0.18,0,0
768,238996.95,243024.3,11.57,0.46,1,0
761,67099.4,16238.59,11.66,0.58,0,0
677,212438.57,292508.22,12.08,0.69,0,0
816,70147.45,95923.07,11.13,0.18,0,0
643,210732.97,478874.36,34.73,0.06,0,1
483,224817.04,103892.79,20.44,0.79,0,1
531,137790.81,301393.19,16.24,0.75,0,1
320,203817.28,526386.44,24.46,0.76,0,0
369,137602.29,161573.88,21.52,0.72,0,1
344,208270.14,76373.73,21.86,0.24,0,0
815,107026.43,115147.42,3.57,0.78,3,0
545,150930.33,200737.93,13.71,0.59,0,1
455,158871.53,182155.39,0.83,0.47,0,1
583,22824,63471.02,4.4,0.44,0,1
507,183106.9,431539.17,8.66,0.73,2,1
484,157420.15,155461.81,32.36,0.75,0,1
546,170032,71073.06,2.19,0.5,0,0
816,140924.35,198244.34,11.95,0.68,0,0
417,98235.41,215325.67,12.03,0.32,0,1
709,50221.41,83245.33,25.83,0.07,0,0
458,33106.12,93936.48,25.14,0.76,0,0
791,55948.29,117226.72,24.03,0.11,1,0
316,78368.88,25510.55,3.64,0.25,0,0
688,28094.72,7657.19,21.68,0.55,0,1
402,128893.82,124964.1,30.28,0.25,0,0
333,228357.1,476395.45,28.49,0.36,0,0
459,49959.02,139852.04,19.04,0.41,0,0
785,212790.38,78939.9,32.14,0.08,0,0
815,89620.85,25334.87,34.48,0.79,0,0
436,133017.49,240540.19,10.86,0.13,0,0
405,83600.1,181322.99,8.81,0.44,2,1
548,116245.48,336476.29,17.62,0.76,0,1
331,120294.98,205089.69,27.52,0.13,0,1
497,37076.19,86693.15,16.92,0.27,0,0
574,180140.24,235384.24,7.06,0.25,0,0
518,175750.55,28944.62,22.46,0.44,0,0
798,208838.46,527764.64,32.95,0.36,0,1
800,231542.97,37484.45,27.06,0.3,0,0
607,66376.53,7707.94,8.02,0.14,0,0
476,144144.34,319170.48,9.47,0.2,0,0
620,130013.46,88679.16,29.74,0.63,0,0
782,43665.76,59177.12,30.79,0.43,0,0
447,31124.73,17138.34,23.36,0.22,0,0
381,55488.93,31246.62,4.21,0.74,0,1
306,143048.99,290017.64,29.64,0.1,2,1
531,223304.8,157398.6,12.88,0.13,0,0
777,120461.35,213370.36,26.92,0.25,0,0
478,136985.65,274113.76,26.5,0.15,0,1
818,48819.08,119733.64,12.24,0.44,0,0
481,178730.43,185636.76,28.38,0.69,0,0
785,199523.15,501082.24,30.14,0.7,0,0
815,227345.12,263394.11,26.04,0.33,0,0
838,38668.98,42759.64,2.18,0.24,0,0
415,112904.9,126625.02,14.17,0.18,0,0
311,207080.76,71516.64,31.74,0.45,0,1
510,189789.77,50480.24,32.11,0.54,0,0
498,30119.97,36223.02,20.32,0.14,0,0
438,86455.22,174059.9,6.26,0.32,0,0
621,236622.19,200129.79,10.72,0.52,0,0
769,184056.31,428612.66,14.62,0.41,0,0
341,187405.13,515609.19,1.28,0.53,0,0
449,209738.34,414887.06,28.62,0.17,0,0
622,75390.62,167131.67,3.57,0.11,1,0
519,129185.67,346175.17,17.84,0.08,0,0
609,153724.65,143906.45,0.57,0.09,0,0
338,100231.53,73158.78,17.48,0.8,0,1
401,78943.39,31827.55,3.89,0.44,0,1
367,198448.11,527114.97,16,0.31,0,1
711,135089.11,166076.14,33.76,0.53,0,0
692,169035.49,314417.96,6.61,0.56,2,0
520,20078.28,54707.2,27.89,0.65,0,0
787,121272.74,180814,27.75,0.1,0,0
523,59905.76,96542.69,1.39,0.36,0,0
481,88495.75,128177.64,29.34,0.11,1,1
609,127289.22,74409.02,26.36,0.3,2,0
707,116313.23,165495.06,3.85,0.79,0,0
575,191075.61,91103.76,2.37,0.7,0,0
768,206140.02,455645.67,21.74,0.33,0,0
813,134607.62,255853.29,9.04,0.77,0,1
583,114535.65,22635.43,29.88,0.52,0,0
804,100294.23,224013.3,0.47,0.53,3,0
806,191661.93,149162.94,12.18,0.13,0,0
594,82445.46,238015.55,34.66,0.11,0,0
794,213963.15,609006.28,27.94,0.59,0,1
470,180306.35,354747.66,11.81,0.07,0,0
476,206580.45,259510.12,24.17,0.28,0,0
531,48564.2,98371.45,24.14,0.52,0,0
618,92076.51,62815.94,12.81,0.2,0,0
412,181515.89,223259.31,34.02,0.34,3,1
697,111612.11,263217.34,20.5,0.22,0,0
520,232135.65,573069.18,23.78,0.33,0,0
828,54492.54,158609.74,18.34,0.56,3,0
502,38785.12,12408.17,3.66,0.68,0,0
496,139242.61,283489.69,21.36,0.59,0,0
481,63540.52,158997.19,19.34,0.79,0,1
396,136449.7,391674.83,0.48,0.47,0,0
771,147733.41,280296.89,12.35,0.16,0,0
492,238557.25,325196.67,21.68,0.64,0,1
397,164265.02,134641.26,21.89,0.66,0,1
478,92691.65,136474.22,21.91,0.53,0,1
518,229958.75,339939.07,8.78,0.39,0,0
396,160010.12,220879.07,11.47,0.62,0,0
345,61957.22,183221.67,20.87,0.67,2,0
456,178988.95,55996.05,3.03,0.37,0,1
632,200256.05,472402.53,17.83,0.24,0,0
358,58044.83,81563.38,1.89,0.7,0,0
710,232634.11,535359.09,23.27,0.39,0,0
827,137294.89,184097.82,28.67,0.6,0,1
801,159651.66,458773.21,28.29,0.56,0,0
404,146233.49,262670.35,32.65,0.44,2,0
467,47219.41,38156.47,16.33,0.5,0,0
373,71943.79,14596.88,5.27,0.79,0,0
750,57187.76,56230.55,13.62,0.46,1,0
327,85949.85,128696.27,27.62,0.47,0,0
596,79694.67,17110.45,22.37,0.28,0,0
634,178480.09,177302.72,5.32,0.74,0,0
413,101930.84,234584.75,23.34,0.3,2,0
538,175059.77,109203.25,7.63,0.06,0,0
614,240203.08,500250.31,2.28,0.51,0,0
474,244873.47,702659.85,23.78,0.73,0,0
547,100725.79,31340.24,10.65,0.13,0,0
646,163630.36,331337.62,24.9,0.51,0,1
834,212605.48,273933.1,17.26,0.16,0,0
549,218740.2,220947.36,12.55,0.27,0,1
510,107039.42,156262.23,19.25,0.2,0,1
549,223874.21,264494.64,17.92,0.54,0,0
510,147418.01,325495.72,5.11,0.55,0,0
469,199429.78,507912.09,28.64,0.56,0,1
354,199505.52,313723.08,11.98,0.13,0,0
792,166419.65,55482.13,14.67,0.5,0,0
543,117789.38,211837.75,1.32,0.32,0,1
803,114559.22,106585.23,17.33,0.13,0,0
714,114978.11,209178.95,19.82,0.06,0,0
468,51248.65,106805.78,21.22,0.18,0,0
390,244866.79,483204.16,26.7,0.17,0,0
347,56860.98,14596.23,33.64,0.49,0,1
822,191107.36,274776.53,21.54,0.54,0,0
435,199635.66,46828.18,23.8,0.14,0,0
722,158990.45,200086.83,2.81,0.5,2,0
713,123049.09,21791.74,8.91,0.18,0,0
558,125936.28,245957.48,22.29,0.39,0,1
476,154712.35,334147.6,33.33,0.61,0,0
587,223820.69,339252.02,17.65,0.71,0,0
826,240378.01,414132.99,20.98,0.29,0,0
782,241883.78,564575.61,32.47,0.59,0,0
427,142479.2,253367.71,25.97,0.14,1,0
396,196801.36,246760.19,30.6,0.42,0,1
504,195370.5,251392.88,5.76,0.74,0,0
631,232777.76,204405.76,8.65,0.08,0,0
428,232932.44,310069.77,28,0.41,2,1
793,96383.54,65910.14,32.83,0.47,0,0
742,100051.54,73286.63,7.93,0.79,0,0
684,123779.35,217406.53,0.03,0.54,0,0
825,186113.13,467238.06,27.73,0.38,0,1
464,204442.34,450829.05,28.79,0.35,0,1
510,99520.94,176584.96,6.16,0.29,0,0
586,186603.08,221075.02,24.65,0.74,0,0
438,214444.38,476189.5,10.02,0.34,0,0
461,107523.73,302555.12,18.72,0.55,0,1
608,20518.45,13122.3,30.44,0.11,0,0
792,164720.17,261898.58,12.47,0.08,0,0
450,247411.11,210060.81,24.03,0.3,0,0
683,229646.99,244478.66,18.54,0.35,0,0
541,199938.06,519721.77,16.16,0.79,3,1
463,195967.62,300057,34.14,0.71,0,0
403,212346.41,454724.15,7.54,0.41,0,1
494,246343.95,722909.03,19,0.62,0,0
402,123661.49,289020.3,26.48,0.63,0,1
779,247668.42,279675.23,7.02,0.07,0,0
484,171214.04,396316.76,6.25,0.48,0,0
619,30356.41,72470.83,10.96,0.56,2,0
676,229000.14,478616.59,5.24,0.71,0,1
497,41751.2,86787.06,9.48,0.62,0,0
319,238815.87,496536.27,24.38,0.14,0,0
843,232768.73,457132.28,0.05,0.79,0,1
415,147939.74,291936.9,14.88,0.72,0,1
508,210567.21,413412.65,33.12,0.53,0,1
768,198812.89,61667.54,3.73,0.26,0,0
461,165054.56,22377.34,26.26,0.37,0,0
370,35331.69,94230.63,10.25,0.17,0,0
806,90637.68,13224.06,29.04,0.38,0,0
540,35499.67,48883.94,14.86,0.47,0,0
478,225659.44,246748.38,2.76,0.77,0,0
565,98936.12,9818.77,4.92,0.29,0,0
798,30800.88,66690.87,34.87,0.58,0,0
746,138024.66,17183.47,26.77,0.63,0,0
478,196100.3,49893.57,30.96,0.24,0,0
832,50219.19,122671,24.43,0.51,0,0
329,25210.17,8499.51,22.61,0.76,0,0
700,186086.72,339592.52,15.36,0.7,0,1
647,208778.07,380954.98,21.03,0.37,0,0
448,60106.81,119324.37,25.4,0.17,0,0
311,170170.63,130821.91,5.09,0.49,0,0
795,205322.08,588158.87,11.34,0.13,0,0
616,85689.48,225285.84,12.93,0.34,0,0
446,85081.6,101232.87,34.9,0.09,0,0
311,101946.07,64046.17,29.58,0.15,2,1
565,71599.37,14156.53,5.48,0.57,0,1
662,105554.58,235398.64,18.81,0.62,0,0
474,103744.79,272963.25,11.98,0.45,0,1
409,189435.93,279841.44,0.19,0.23,0,0
319,204665.41,191596.67,14.67,0.76,0,1
400,207545.97,529075.65,15.32,0.39,0,0
812,132202.44,321002.72,17.34,0.26,1,0
793,63471.21,174689.87,4.57,0.72,0,0
611,211489.12,10504.38,33.56,0.76,2,0
847,213927.87,565386.03,15.38,0.49,0,0
541,99811.72,202996.15,7.04,0.63,0,0
710,99351.3,31102.23,15.1,0.38,0,0
503,222802.94,254704.69,24.8,0.47,0,0
710,172053.91,170672.66,16.55,0.7,0,0
361,134711.56,121574.33,6.05,0.73,0,0
757,146361.33,133339.84,16.35,0.53,0,0
419,158763.87,166309.38,25.22,0.23,0,1
393,241421.27,488785.13,20.84,0.54,0,0
345,191592.49,14064.54,19.23,0.23,0,1
446,248436.25,189906.55,17.4,0.7,0,1
522,111578.37,79951.25,7.11,0.75,0,0
483,230463.98,39619.02,22.51,0.06,2,1
511,198637.57,419280.66,33.96,0.68,0,1
836,95885.94,47810.38,16.68,0.35,0,0
806,135987.13,334195.24,28.59,0.43,0,0
847,101289.52,183768.53,4.02,0.5,0,0
604,86701.16,191761.88,28.27,0.1,0,0
760,83109.21,115745.96,3.51,0.38,0,0
669,199681.22,91157.16,11.23,0.56,0,0
670,114137.24,85770.22,26.75,0.47,0,0
665,47284.87,126394.17,12.45,0.45,0,0
485,129752.68,376830.93,17.84,0.73,0,0
755,142321.96,102899.47,0.6,0.06,0,0
359,90069.95,245337.98,33.34,0.72,0,0
341,213539.48,242905.29,29.17,0.11,0,0
557,227802.85,261131.29,28.49,0.14,0,0
533,107866.08,256216.81,13.42,0.78,0,0
624,108111.39,112162.18,23.57,0.74,0,0
614,190213.39,302326.74,20.85,0.23,0,0
793,103564.87,190175.01,26.07,0.41,0,0
696,55360.53,21081.56,24.81,0.13,0,0
626,87175.43,253384.96,33.11,0.7,0,1
828,194343.27,262651.29,8.02,0.55,0,0
360,73354.63,56107.38,21.16,0.32,0,1
361,206975.98,293278.01,9.74,0.53,2,1
430,226516.44,669869.19,28.27,0.25,0,1
428,237033.06,153402.65,5.51,0.35,0,0
779,81163.35,12616.53,32.39,0.06,0,1
696,111452.45,236583.05,20.54,0.53,1,0
302,152917.4,279020.88,0.18,0.38,3,1
380,89749.91,42748.41,25.29,0.35,0,0
700,96408.52,215044.89,7.85,0.62,0,1
627,190210.02,429956.5,10.44,0.27,0,0
551,59298.29,150733.76,18.55,0.18,0,1
808,98758.72,55829.23,33.41,0.15,0,0
528,139196.3,305201.56,30.31,0.27,0,0
307,227840.47,457219.48,32.97,0.32,0,1
317,233202.13,669695.19,33.7,0.22,0,0
590,197555.78,170417.07,8.02,0.27,0,1
635,180015.38,206923.52,24.4,0.57,0,1
406,54864.88,150733,35,0.14,0,1
841,21426.04,49033.58,27.34,0.46,0,1
439,167713.29,41065.43,29.38,0.2,0,0
463,223793.45,601442.6,21.84,0.19,0,0
363,22205.78,60059.87,4.58,0.6,3,1
474,41447.17,75631.56,14.11,0.77,0,1
516,131761.54,48889,25.02,0.36,0,0
598,162583.35,28738.85,27.17,0.6,0,0
766,203333.31,538431.7,13.88,0.72,0,1
700,46120.18,23832.1,9.14,0.75,0,0
608,32815.68,79512.75,29.67,0.67,0,0
725,94934.59,159966,6.16,0.29,0,0
832,213946.77,181736.22,1.94,0.16,0,0
329,106202.75,212093.93,9.73,0.64,1,0
335,167171.13,175290.26,28.55,0.22,0,1
822,98706.11,191763.62,32.65,0.52,0,0
708,174151.97,152212.41,20.71,0.23,0,0
315,211891.1,285911.93,22.56,0.4,0,1
708,33214.65,29315.02,14.33,0.31,0,0
374,82840.42,153089.01,21.87,0.54,0,1
473,59373.85,69641.91,32.32,0.66,0,1
739,182811.02,427847.85,31.34,0.63,1,0
799,128118.98,146590.68,28.26,0.43,0,0
564,212625.72,607266.58,8.86,0.36,0,0
530,26849.74,64768.92,13.96,0.56,0,0
745,108931.15,310878.77,14.7,0.06,0,0
488,23738.64,27877.79,11.19,0.45,0,0
663,199527.19,553735.55,33.25,0.7,3,0
681,109146.65,26260.88,0.73,0.14,0,0
692,38942.43,90495.18,16.36,0.59,0,0
748,220074.43,75871.94,30.3,0.67,0,0
601,34655.98,69201.93,1.41,0.36,0,0
322,240785.61,43679.56,32.86,0.42,0,0
781,196677.89,250752.78,24.09,0.77,0,0
315,26014.26,26562.51,20.25,0.57,0,0
419,178850.1,54578.97,5.8,0.41,0,0
807,118633.7,348410.88,5.03,0.51,0,0
832,102891.04,192453.16,15.84,0.41,0,0
454,59453.52,149929.27,16.08,0.33,0,0
338,166535.51,106246.34,29.67,0.62,0,0
800,141569.38,103320.33,7.78,0.61,0,0
395,37900.69,109796.24,26.74,0.52,1,1
839,41834.61,59942.5,26.18,0.39,0,0
436,48451.3,49809.01,21.5,0.28,0,0
349,147474.01,330511.54,6.24,0.29,1,0
326,81266.67,169736.09,2.63,0.58,0,0
470,208173.61,474696.6,25.8,0.25,0,1
553,121786.82,178223.2,27.6,0.8,0,1
513,140371.46,368175.71,2.08,0.15,0,0
310,154620.34,149050.9,2.61,0.66,0,1
569,58530.82,31684.89,7.81,0.46,1,1
770,166569.14,350693.56,7.53,0.36,3,0
629,34979.47,54466.67,9.99,0.32,0,0
373,151249.8,215315.91,3.93,0.16,0,0
509,162328.21,404871,20.48,0.53,3,0
528,236446.02,18614,18.79,0.52,0,1
461,233831.65,537451.34,25.16,0.13,0,0
513,173657.03,410623.34,26.76,0.67,0,0
410,228202.73,635734.41,14.1,0.49,0,0
808,193136.76,253081.46,14.28,0.54,0,1
311,215414.43,595821.45,6.57,0.64,0,1
396,60779.77,19754.78,12.42,0.52,2,1
623,216426.17,465665.76,8.37,0.17,0,0
332,123291.89,354498.09,28.84,0.44,0,1
716,161617.71,344205.71,21.91,0.12,0,0
739,84362.26,18630.28,16.23,0.71,0,0
345,106854.13,143523.88,2.3,0.79,1,0
744,68479.3,156878.61,12.57,0.35,3,0
786,154552.31,65682.03,14.6,0.22,0,0
398,87200.51,10658.02,21.39,0.25,3,1
591,201420.14,18195.72,0.82,0.53,0,0
807,193125.46,81598.51,8.28,0.49,0,0
575,156534.42,99204.84,10.84,0.53,0,0
368,48939.01,20877.78,11.77,0.37,3,0
513,30876.22,21947.69,22.85,0.59,0,0
657,63752.16,173328.29,20.15,0.68,1,1
405,93767.88,120978.78,6.39,0.24,0,0
671,180300.4,90052,24.92,0.09,0,0
735,122305.16,274895.69,34.51,0.5,2,1
541,58834.45,127167.71,24.06,0.05,0,0
622,220115.4,348296.97,6.72,0.19,0,0
465,66017.97,40438.83,28.96,0.46,0,1
793,231292.8,115443.08,23.08,0.28,0,0
453,57538.12,24890.06,30.93,0.73,0,0
795,107431.89,193233.21,22.97,0.39,0,0
588,141674.92,105451.27,19.8,0.74,0,0
498,41751.68,7727.9,9.05,0.18,0,0
739,149621.87,117547.92,13.07,0.23,0,0
779,113912.38,271879.3,24.8,0.13,0,1
840,87422.78,226436.12,31.44,0.22,0,0
720,220326.4,386860.88,9.08,0.23,0,0
302,231573.47,342716.39,6.95,0.19,0,0
577,142045.55,110021.71,6.06,0.67,0,1
780,78788.45,56947.07,32.23,0.53,0,0
752,59676.36,6105.12,34.07,0.06,0,0
387,239940.33,583745.07,32.28,0.12,0,1
630,27504.69,78771.38,27.32,0.78,0,1
781,123540.99,12014.83,27.98,0.54,0,0
448,218929.72,125436.49,17,0.14,0,0
400,202475.33,530064.4,25.5,0.08,0,1
757,130804.14,211060.72,25.72,0.18,0,0
598,249499.2,148711.56,21.17,0.33,0,0
386,35241.95,46030.3,27.7,0.37,0,0
621,169688.93,428954.46,7.48,0.72,1,1
607,77186.82,83794.06,13.82,0.13,0,0
642,63638.22,158758.71,5.35,0.47,0,0
797,92536.17,205256.48,25.73,0.2,0,0
793,164936.13,157533.49,3.76,0.21,0,0
714,86137.73,197237.14,10.61,0.21,0,1
627,223716.14,242890.75,4.42,0.1,0,0
368,113980.85,40084.25,13.28,0.28,0,0
443,164988.73,17586.21,13.8,0.62,0,1
729,62163.55,67626.11,15.8,0.41,3,0
811,29394.12,65706.33,25.99,0.19,0,0
459,196203.36,508515.84,7.85,0.5,0,1
763,30479.58,14658.04,16.48,0.65,0,0
746,115718.01,202167.31,8.74,0.07,0,0
346,210799.04,93957.45,28.83,0.13,0,0
790,147066.04,198180.64,5.26,0.71,0,0
622,229954.15,16541.76,10.23,0.18,0,0
529,73061.65,204144.42,5.92,0.56,0,1
441,245659.23,599463.33,23.07,0.21,0,1
480,187380.37,370316.96,4.46,0.36,1,0
494,66344.54,103361.51,13.55,0.63,0,0
626,35207.48,10163.67,21.24,0.45,0,0
453,82802.68,138517.38,11.44,0.57,0,1
701,114583.9,227175.02,7.85,0.33,0,0
726,85095.84,19353.36,31.94,0.15,0,0
349,180041.48,411018.78,3.53,0.64,0,1
689,200268.72,18178.56,33.86,0.63,0,0
330,112193.98,156727.59,5.56,0.77,0,0
572,145968.22,20567.08,28.99,0.44,0,0
417,209213.75,176681.89,27.22,0.14,0,1
497,71838.33,192175.13,29.36,0.76,3,1
740,52534.41,103621.88,25.91,0.33,0,0
786,162644.47,161993.63,16.39,0.43,1,1
625,144638.88,258099.11,7.68,0.26,1,1
430,87646.58,108129.46,31.74,0.1,2,1
807,149693.28,41734.75,33.81,0.32,0,0
324,134921.05,144117.8,1.57,0.43,2,1
336,76733.23,201388.08,0.38,0.49,0,0
746,23896.89,68549.96,10.83,0.73,0,1
808,179758.75,418247.73,12.64,0.49,0,0
840,24179.18,29563.43,25.39,0.62,0,0
484,120902.41,121411.77,3.59,0.23,0,0
636,162949.41,11481.07,0.43,0.11,0,0
464,117058.87,280467.9,33.42,0.28,0,1
504,185099.98,262185.74,4.16,0.49,0,0
333,155333.13,195462.7,7.81,0.24,0,1
300,229442.65,372984.48,13.02,0.27,0,0
480,167314.42,82504.19,24.79,0.47,0,1
531,241232.58,556653.87,33.48,0.51,3,1
645,66235.32,128113.23,0.12,0.44,0,0
467,24596.18,23153.56,23.54,0.26,0,0
451,127926.87,146398.49,25.8,0.27,0,0
312,78883.85,135746.36,9.88,0.52,0,0
409,66680.55,101727.52,21.62,0.29,0,0
360,169487.15,251500.45,22.48,0.77,0,0
656,128765.57,362388.99,32.88,0.25,0,1
576,153714.69,316393.35,24.63,0.47,0,1
799,210164.2,607047.56,1.56,0.22,0,0
311,204774.03,91804.3,5.17,0.57,3,1
601,186189.52,550356.09,2.21,0.1,0,1
310,221127.25,141515.93,4.7,0.28,1,0
396,48997.06,56594.15,24.84,0.24,0,0
409,52773.68,78984.51,26.28,0.36,0,0
508,240505.46,437476.92,29.64,0.36,0,1
362,27965,55260.23,18.82,0.79,0,0
675,192440.3,404483.35,13.22,0.06,0,1
446,106097.83,134523.48,32.67,0.5,0,0
363,102550.89,92748.12,15.8,0.14,0,0
322,238712.01,378634.5,31.01,0.16,0,1
716,90351.64,125503.11,14.08,0.8,1,0
344,168518.57,148269.63,4.69,0.08,0,0
436,174730.13,476267.07,27.93,0.13,0,1
557,194715.05,180548,34.67,0.72,0,0
400,119380.92,47902.49,15.66,0.47,0,0
391,184362.27,484039.04,33.08,0.39,0,0
388,35466.99,82584.78,27.94,0.27,0,0
301,126888.25,105919.77,11.16,0.63,0,0
470,179166.1,128554.12,10.31,0.18,0,0
548,229107.06,262554,25.45,0.59,0,1
833,176334.05,189169.16,27.01,0.29,0,0
644,56409.84,104150.58,0.38,0.73,0,0
611,147862.76,345865.99,27.09,0.17,3,0
647,235688.36,414333.01,11.31,0.13,0,0
473,166963.71,116856.71,29.36,0.48,0,0
737,235432.75,607166.54,26.9,0.47,0,0
620,145279.02,77642.77,10.53,0.06,1,0
746,123291.03,280418.92,9.58,0.09,0,0
747,52255.68,130392.25,27.63,0.21,0,0
427,112829.79,330829.12,11.98,0.69,0,1
549,65682.38,122172.79,8.49,0.15,0,1
816,229818.8,545949.55,33.59,0.45,0,1
549,192027.94,90851.68,22.96,0.31,0,1
559,248306.59,259700.94,20.7,0.13,0,1
563,225825.39,128246.19,21.82,0.28,1,1
310,62787.14,96233.87,33.5,0.16,0,0
446,86361.99,183328.12,20.18,0.39,3,1
596,78106.12,134569.32,4.34,0.21,0,0
766,99246.28,135239.24,34.42,0.26,0,0
408,86647.46,141442.64,26.37,0.15,0,0
789,94480.67,16134.81,7.34,0.09,0,0
815,220471.87,421739.52,15.86,0.68,0,0
681,68006.8,200682.25,13.46,0.12,0,0
331,204651.52,325749.32,3.61,0.77,0,1
835,78185.33,233246.82,7.46,0.77,3,1
365,190241.89,270060.41,27.01,0.55,0,0
744,137846.66,15476.83,30.68,0.35,0,0
738,66546.05,104600.33,24.4,0.64,0,0
635,65435.06,42959.87,32.67,0.06,2,0
831,80471.75,142790.91,3.17,0.4,0,0
350,74646.73,83801.91,31.85,0.79,0,1
602,137913.15,363339.36,2.8,0.58,0,0
773,174047.81,79521.53,27.26,0.63,0,0
479,194982.39,136974.58,33.12,0.13,0,1
384,188509.91,551481.71,26.25,0.71,0,1
568,36113.95,100407.25,23.54,0.6,0,0
527,206806.08,105255.69,13.75,0.66,0,0
526,201287.17,140956.1,28.73,0.23,3,1
696,224423.84,291466.25,15.81,0.5,0,0
455,199547.97,333380.04,23.52,0.6,0,1
569,82106.23,99913.89,29.5,0.31,0,0
302,128836.07,49926.45,2.53,0.57,0,0
522,122125.04,257769.03,21.33,0.72,0,1
305,225412.59,151925.99,25.31,0.69,0,0
757,163363.53,261007.08,31.32,0.68,0,0
546,118371.96,136681.8,9.06,0.64,0,0
563,118391.09,301635.32,26.87,0.33,0,0
849,165903.44,257813.72,16.63,0.26,1,0
421,138355.8,179812.82,16.69,0.38,0,0
781,248506.48,238131.11,9.67,0.16,1,0
585,234906.53,580498.9,14.01,0.23,0,1
629,48673.46,10453.58,7.66,0.4,0,0
584,221351.37,257784.56,29.87,0.37,0,0
496,191505.23,553117.02,34.49,0.8,0,0
552,200803.7,433141.44,22.67,0.74,0,0
454,94758.11,246347.84,28.63,0.29,0,0
455,205920.38,542164.94,17.02,0.26,0,0
502,109540.88,286725.65,34.38,0.17,2,0
550,244550.4,588086.85,16.59,0.39,2,0
398,174250.99,30144.47,12.55,0.14,0,0
738,138101.28,86695.4,1.61,0.6,0,0
732,199905.87,63628.9,19.8,0.55,0,0
352,137186.82,340674.9,6.77,0.6,0,1
574,223825.95,124352.12,23.01,0.37,0,0
712,236040.35,511246,14.2,0.32,1,0
756,73305.86,79576.11,13.21,0.55,0,0
850,31608.39,31516.23,22.28,0.24,0,0
528,20309.68,51570.01,20.18,0.52,0,0
551,64700.08,28915.24,27.29,0.29,0,1
590,142778.23,288571.78,12.19,0.14,0,0
302,175112.93,106611.46,0.21,0.07,0,0
495,241309.03,621845.85,2.41,0.74,0,0
751,118772.7,165315.7,11.88,0.66,1,0
632,47293,18035.93,11.88,0.17,0,0
747,161095.94,472040.59,31.82,0.79,0,0
503,229627.12,341052.11,27.71,0.64,0,0
499,206918.74,362826.29,7.37,0.17,2,1
520,196176.49,169039.19,15.77,0.32,0,0
728,144477.81,177119.5,6.22,0.24,0,0
638,20967.36,36169.07,9.01,0.79,3,1
367,244390.98,411155.93,27.71,0.65,3,0
582,229719.78,384463.88,0.89,0.11,0,0
842,187544.3,245477.46,8.91,0.8,1,0
319,215300.08,609464.26,14.36,0.05,3,0
689,136225.56,52627.56,25.14,0.74,2,1
765,183133.21,214469.51,19.27,0.44,0,0
488,52939.33,132298.9,14.77,0.29,0,0
690,227444.28,514267.93,7.8,0.76,0,0
350,42832.17,103380.32,15.25,0.47,0,1
345,166193.87,304472.36,31.93,0.29,0,1
407,228417.84,576664.77,15.29,0.62,0,1
321,132661.15,268651.23,10.83,0.47,0,0
306,168587.93,79310.49,12.22,0.77,0,0
488,67407.49,74895.99,26.71,0.59,0,0
532,135697.55,79534.02,32.2,0.41,0,1
700,106532.08,197120.94,9.71,0.52,1,1
788,94334.61,229259.8,21.35,0.6,0,0
763,95239.92,265455.67,23.1,0.71,3,0
388,243301.21,594964.58,24.36,0.21,0,0
484,81997.66,33662.3,32.31,0.42,0,1
661,163834.04,329799.43,22.35,0.41,3,0
471,31323.35,57162.19,23.38,0.42,1,0
520,171602.67,226318.83,4.37,0.7,0,1
497,49814.95,105345.35,6.92,0.65,0,0
631,221164.5,313760.38,10.02,0.51,0,0
459,170631.8,123804.87,22.56,0.39,0,0
637,158715.22,28127.15,7.59,0.65,0,0
598,93012.89,197726.18,33.3,0.24,1,1
611,38357.72,105395.26,1.28,0.53,0,1
826,109360.85,294651.84,0.27,0.14,0,0
801,192200.73,400758.6,9.59,0.79,0,1
423,24969.14,26432.51,10.37,0.71,3,1
410,219448.32,271857.31,28.53,0.63,0,0
552,87990.52,89942.21,14.14,0.39,0,0
302,49300.89,31102.46,9.08,0.65,0,0
690,154026.06,21649.19,11.57,0.52,0,0
