transaction_id,amount,hour_of_day,distance_from_home_km,transactions_last_24h,is_foreign_transaction,is_online,used_chip,merchant_category,is_fraud
txn_002465,62.34,11,5.2,5,0,0,1,restaurant,0
txn_002466,7.14,16,2.2,5,0,1,0,restaurant,0
txn_002467,22.68,10,10.3,3,0,1,1,grocery,0
txn_002468,46.54,9,29.7,2,1,0,1,travel,0
txn_002469,84.54,19,0.9,4,0,1,1,travel,0
txn_002470,28.19,10,13.5,3,1,1,1,entertainment,0
txn_002471,62.82,20,6.0,5,1,0,1,restaurant,0
txn_002472,76.66,11,16.5,3,0,0,1,travel,0
txn_002473,34.18,22,21.2,1,0,0,0,retail,0
txn_002474,147.59,14,25.4,2,0,1,1,grocery,0
txn_002475,39.36,6,5.5,2,1,0,0,restaurant,0
txn_002476,24.4,8,22.7,1,0,1,1,entertainment,0
txn_002477,26.01,15,2.6,5,0,0,1,entertainment,0
txn_002478,160.73,19,10.0,2,0,1,1,entertainment,0
txn_002479,180.78,7,2.1,3,0,0,1,grocery,0
txn_002480,35.14,6,28.0,1,1,1,1,entertainment,0
txn_002481,228.87,14,11.4,3,0,1,1,restaurant,0
txn_002482,26.64,14,27.4,4,0,1,1,travel,0
txn_002483,7.9,17,1.2,3,0,1,0,grocery,0
txn_002484,92.1,14,17.1,2,0,0,1,gas_station,0
txn_002485,19.96,12,1.0,5,0,0,1,travel,0
txn_002486,46.95,15,22.4,4,0,1,1,travel,0
txn_002487,27.97,6,25.6,4,0,0,1,travel,0
txn_002488,3.51,8,5.0,3,1,1,1,travel,0
txn_002489,62.87,18,5.5,1,0,1,1,retail,0
txn_002490,64.0,12,0.3,3,0,1,1,online_shopping,0
txn_002491,16.49,7,0.3,1,1,1,1,entertainment,0
txn_002492,35.02,16,29.5,1,0,1,0,grocery,0
txn_002493,36.67,16,4.6,4,0,1,0,restaurant,0
txn_002494,22.11,19,5.8,4,0,0,1,retail,0
txn_002495,74.83,6,13.6,1,0,1,1,restaurant,0
txn_002496,12.17,9,10.8,3,0,1,0,grocery,0
txn_002497,26.82,22,23.3,1,0,0,0,gas_station,0
txn_002498,114.35,8,0.3,5,1,0,1,retail,0
txn_002499,525.58,2,181.8,9,0,1,0,gas_station,1
txn_002500,15.55,8,5.4,5,1,1,1,gas_station,0
txn_002501,16.6,22,21.8,1,1,0,1,retail,0
txn_002502,23.25,22,12.1,5,0,1,1,travel,0
txn_002503,5.87,7,22.2,3,0,1,1,retail,0
txn_002504,16.95,6,13.4,4,1,1,1,online_shopping,0
txn_002505,95.23,17,24.1,4,0,1,1,entertainment,0
txn_002506,11.69,13,0.4,5,0,0,1,retail,0
txn_002507,48.2,8,20.5,3,0,1,1,entertainment,0
txn_002508,27.11,13,14.4,2,0,0,0,retail,0
txn_002509,70.98,17,0.1,1,0,0,1,restaurant,0
txn_002510,16.22,20,10.8,2,0,0,1,retail,0
txn_002511,64.16,15,3.6,2,1,1,1,entertainment,0
txn_002512,22.3,9,3.7,2,0,1,0,restaurant,0
txn_002513,15.67,12,10.9,2,0,0,1,retail,0
txn_002514,27.22,12,29.0,1,1,0,1,travel,0
txn_002515,23.36,10,27.2,5,0,0,1,travel,0
txn_002516,18.22,13,10.2,1,0,0,1,grocery,0
txn_002517,36.73,6,20.4,2,0,0,1,travel,0
txn_002518,10.5,21,0.9,4,0,1,1,gas_station,0
txn_002519,49.08,7,25.0,5,0,1,0,restaurant,0
txn_002520,37.45,14,24.8,1,0,1,1,restaurant,0
txn_002521,17.7,19,15.4,1,0,1,1,entertainment,0
txn_002522,160.83,9,6.4,5,0,1,1,travel,0
txn_002523,49.77,7,10.1,4,1,1,1,online_shopping,0
txn_002524,14.98,14,20.4,4,0,0,1,grocery,0
txn_002525,150.77,14,19.1,2,0,0,1,grocery,0
txn_002526,64.39,20,10.9,2,0,1,1,online_shopping,0
txn_002527,73.32,7,1.3,3,0,0,1,gas_station,0
txn_002528,27.09,18,18.7,3,0,1,1,grocery,0
txn_002529,20.05,22,16.7,5,0,0,1,travel,0
txn_002530,37.49,15,19.9,1,0,0,1,online_shopping,0
txn_002531,19.53,7,16.0,1,0,1,1,online_shopping,0
txn_002532,46.72,14,5.2,1,0,1,1,retail,0
txn_002533,63.34,13,11.2,2,0,0,1,grocery,0
txn_002534,11.06,11,3.8,4,0,0,1,online_shopping,0
txn_002535,9.44,13,25.4,5,0,0,0,restaurant,0
txn_002536,31.92,15,11.9,2,1,0,1,restaurant,0
txn_002537,34.86,0,279.6,16,1,0,0,grocery,1
txn_002538,42.3,21,6.4,1,0,0,0,retail,0
txn_002539,143.73,22,345.8,13,1,1,0,retail,1
txn_002540,12.81,11,10.6,3,0,0,1,grocery,0
txn_002541,7.35,21,28.6,1,0,1,1,retail,0
txn_002542,60.09,12,13.1,2,0,0,1,gas_station,0
txn_002543,24.95,11,4.5,1,0,0,1,online_shopping,0
txn_002544,20.11,11,3.3,1,0,1,1,travel,0
txn_002545,23.55,19,29.9,2,0,0,1,grocery,0
txn_002546,19.59,6,9.9,1,0,1,1,entertainment,0
txn_002547,25.64,18,15.0,1,1,0,1,retail,0
txn_002548,49.36,10,15.9,3,0,1,1,gas_station,0
txn_002549,17.78,16,6.9,4,0,1,1,travel,0
txn_002550,26.29,21,22.5,5,0,1,1,entertainment,0
txn_002551,19.57,22,20.7,5,0,0,1,restaurant,0
txn_002552,99.27,17,25.0,5,0,0,1,grocery,0
txn_002553,82.47,7,25.5,2,0,0,0,online_shopping,0
txn_002554,52.77,7,8.0,1,0,1,1,grocery,0
txn_002555,86.64,10,8.9,3,0,0,1,travel,0
txn_002556,66.21,16,28.7,1,0,0,1,retail,0
txn_002557,10.27,9,23.7,5,0,0,1,entertainment,0
txn_002558,54.53,6,6.5,2,0,1,1,entertainment,0
txn_002559,35.92,14,5.8,1,0,0,1,grocery,0
txn_002560,16.81,16,5.2,1,0,0,1,restaurant,0
txn_002561,28.9,10,3.0,1,0,1,1,online_shopping,0
txn_002562,58.97,15,29.5,5,0,0,1,entertainment,0
txn_002563,30.26,8,24.8,1,0,1,1,retail,0
txn_002564,10.74,12,28.5,1,0,1,0,grocery,0
txn_002565,37.08,22,1.9,2,0,0,0,travel,0
txn_002566,17.72,18,17.7,5,0,0,1,entertainment,0
txn_002567,47.98,12,12.1,5,0,1,1,grocery,0
txn_002568,192.5,11,16.6,5,0,0,0,restaurant,0
txn_002569,90.61,12,11.7,4,0,0,1,retail,0
txn_002570,34.7,8,24.9,5,0,1,0,online_shopping,0
txn_002571,22.39,17,25.3,2,0,0,1,retail,0
txn_002572,108.73,7,23.7,4,0,1,1,online_shopping,0
txn_002573,8.09,17,4.9,3,0,0,1,travel,0
txn_002574,32.46,8,23.8,4,0,0,1,grocery,0
txn_002575,10.43,22,25.7,5,0,0,1,travel,0
txn_002576,53.43,15,12.5,2,0,1,1,gas_station,0
txn_002577,11.61,16,11.2,2,0,1,1,gas_station,0
txn_002578,6.66,18,26.0,2,0,1,1,gas_station,0
txn_002579,18.82,12,28.9,4,0,0,1,restaurant,0
txn_002580,33.52,22,25.6,3,0,0,0,online_shopping,0
txn_002581,288.81,23,104.6,10,1,1,0,retail,1
txn_002582,9.73,7,5.1,4,0,0,0,travel,0
txn_002583,218.59,15,10.6,5,0,0,1,retail,0
txn_002584,15.36,17,14.0,5,0,0,1,gas_station,0
txn_002585,148.66,14,22.6,5,0,0,1,gas_station,0
txn_002586,19.87,14,3.5,4,1,0,1,online_shopping,0
txn_002587,87.77,6,21.6,1,0,1,0,grocery,0
txn_002588,53.72,8,21.5,4,0,1,0,gas_station,0
txn_002589,36.98,16,14.4,4,0,0,1,gas_station,0
txn_002590,45.58,20,4.1,3,0,0,0,retail,0
txn_002591,81.25,10,25.8,3,0,0,1,travel,0
txn_002592,81.84,6,18.4,2,0,1,1,online_shopping,0
txn_002593,7.68,21,1.4,5,0,0,1,gas_station,0
txn_002594,1127.85,23,439.5,17,1,1,1,online_shopping,1
txn_002595,105.7,9,29.7,5,1,1,1,retail,0
txn_002596,36.07,7,10.2,1,0,1,0,entertainment,0
txn_002597,135.45,6,10.1,4,0,1,0,entertainment,0
txn_002598,103.04,20,10.1,5,0,1,1,grocery,0
txn_002599,147.72,7,6.4,2,0,0,1,grocery,0
txn_002600,31.18,15,22.9,5,0,1,1,travel,0
txn_002601,191.03,11,26.4,3,0,0,1,entertainment,0
txn_002602,44.67,18,7.2,4,0,1,1,entertainment,0
txn_002603,339.23,7,18.1,3,0,1,1,travel,0
txn_002604,219.61,14,22.9,2,0,1,1,restaurant,0
txn_002605,112.19,22,110.9,6,1,1,0,retail,1
txn_002606,63.58,7,10.8,4,0,1,1,gas_station,0
txn_002607,90.81,11,14.5,5,0,0,1,gas_station,0
txn_002608,67.88,14,21.6,4,0,0,1,entertainment,0
txn_002609,89.89,8,16.1,4,0,0,1,gas_station,0
txn_002610,4.9,6,5.2,5,0,1,1,restaurant,0
txn_002611,16.77,18,1.4,4,0,0,1,online_shopping,0
txn_002612,47.97,15,20.8,5,0,1,1,entertainment,0
txn_002613,4.04,19,11.2,3,0,0,1,restaurant,0
txn_002614,54.91,15,4.6,2,0,0,1,entertainment,0
txn_002615,51.51,9,23.7,3,1,1,1,travel,0
txn_002616,90.49,18,2.1,5,0,0,0,gas_station,0
txn_002617,85.86,15,27.2,5,0,0,1,retail,0
txn_002618,23.74,16,22.8,4,0,0,0,entertainment,0
txn_002619,9.75,19,16.6,4,0,1,1,entertainment,0
txn_002620,8.05,20,8.4,1,0,1,1,retail,0
txn_002621,62.72,17,18.2,1,0,0,1,online_shopping,0
txn_002622,645.37,22,58.1,14,1,0,0,entertainment,1
txn_002623,125.27,17,1.9,3,0,0,1,restaurant,0
txn_002624,15.7,16,27.7,1,0,1,1,online_shopping,0
txn_002625,11.29,19,0.3,3,0,0,0,online_shopping,0
txn_002626,83.5,8,18.0,5,0,1,1,restaurant,0
txn_002627,275.96,21,9.7,1,0,1,0,entertainment,0
txn_002628,21.15,19,0.1,3,1,1,0,retail,0
txn_002629,6.89,7,21.4,2,0,0,1,online_shopping,0
txn_002630,13.02,11,26.6,2,0,1,1,travel,0
txn_002631,35.09,17,29.8,5,0,1,1,entertainment,0
txn_002632,12.29,14,14.6,3,1,0,1,restaurant,0
txn_002633,59.57,12,15.3,5,0,0,1,gas_station,0
txn_002634,8.61,14,7.1,4,0,1,1,entertainment,0
txn_002635,132.61,17,5.6,1,0,0,0,entertainment,0
txn_002636,30.85,15,1.3,2,1,0,0,restaurant,0
txn_002637,54.28,21,21.9,1,1,0,1,retail,0
txn_002638,159.39,16,10.6,3,0,0,1,retail,0
txn_002639,171.71,22,287.2,13,1,1,0,entertainment,1
txn_002640,11.44,20,10.7,2,0,0,1,travel,0
txn_002641,1.54,9,5.3,4,0,1,1,retail,0
txn_002642,17.2,18,7.8,5,0,0,1,grocery,0
txn_002643,507.67,3,190.3,7,1,1,0,travel,1
txn_002644,7.22,19,22.3,1,0,0,1,gas_station,0
txn_002645,76.83,15,14.0,4,0,1,1,travel,0
txn_002646,39.3,15,11.8,5,0,1,1,gas_station,0
txn_002647,138.12,1,477.7,10,1,1,1,retail,1
txn_002648,28.88,14,8.7,5,0,0,1,retail,0
txn_002649,27.21,7,16.2,4,0,1,1,online_shopping,0
txn_002650,19.59,18,27.1,5,0,1,0,entertainment,0
txn_002651,50.92,10,1.4,1,0,0,1,grocery,0
txn_002652,45.23,12,4.4,2,0,0,1,travel,0
txn_002653,48.04,13,2.1,4,1,0,1,online_shopping,0
txn_002654,27.81,14,13.4,5,0,0,1,travel,0
txn_002655,20.08,15,26.3,1,0,0,1,grocery,0
txn_002656,12.59,6,25.2,4,0,1,0,travel,0
txn_002657,98.09,17,5.4,2,0,0,1,entertainment,0
txn_002658,14.69,15,11.0,4,0,0,0,travel,0
txn_002659,26.05,9,6.4,3,0,0,0,gas_station,0
txn_002660,180.34,17,22.5,2,0,1,1,travel,0
txn_002661,16.47,6,12.4,3,0,1,1,restaurant,0
txn_002662,33.62,8,4.4,2,0,0,0,retail,0
txn_002663,179.81,21,4.3,3,0,0,1,travel,0
txn_002664,13.54,8,10.5,1,0,0,0,restaurant,0
txn_002665,97.07,2,474.8,5,1,1,0,restaurant,1
txn_002666,13.84,12,7.4,4,0,1,1,grocery,0
txn_002667,28.13,9,10.7,2,0,0,0,restaurant,0
txn_002668,23.19,8,25.2,5,0,1,1,grocery,0
txn_002669,76.66,14,13.2,2,1,1,1,restaurant,0
txn_002670,14.44,7,18.5,2,0,0,1,online_shopping,0
txn_002671,62.36,14,29.6,2,0,0,1,travel,0
txn_002672,25.71,20,8.5,2,0,0,0,retail,0
txn_002673,24.93,21,19.0,2,0,1,0,grocery,0
txn_002674,146.52,22,1.0,5,0,0,1,online_shopping,0
txn_002675,67.31,13,18.5,4,0,1,1,entertainment,0
txn_002676,204.37,21,15.8,4,0,1,0,online_shopping,0
txn_002677,13.04,9,1.4,4,0,1,1,travel,0
txn_002678,34.9,22,11.3,5,0,0,0,online_shopping,0
txn_002679,41.75,13,29.6,1,0,0,1,entertainment,0
txn_002680,111.21,11,6.1,4,1,0,1,gas_station,0
txn_002681,32.34,18,16.1,3,0,0,0,restaurant,0
txn_002682,17.47,22,4.1,2,0,0,1,online_shopping,0
txn_002683,39.14,21,29.6,2,0,1,0,online_shopping,0
txn_002684,65.56,21,20.8,3,0,1,1,entertainment,0
txn_002685,665.44,3,266.0,11,1,0,0,restaurant,1
txn_002686,44.73,15,18.0,2,0,1,1,retail,0
txn_002687,56.92,22,23.4,5,0,1,1,travel,0
txn_002688,15.1,7,24.5,4,0,1,1,restaurant,0
txn_002689,49.74,19,19.5,2,0,1,1,gas_station,0
txn_002690,14.44,7,5.0,3,0,0,1,retail,0
txn_002691,24.26,22,7.7,5,0,1,0,online_shopping,0
txn_002692,14.06,8,16.2,4,0,0,1,restaurant,0
txn_002693,18.99,22,12.1,1,0,1,1,gas_station,0
txn_002694,109.59,9,13.2,5,0,1,0,entertainment,0
txn_002695,7.49,14,6.4,4,0,0,1,retail,0
txn_002696,1.74,11,10.0,4,0,0,1,entertainment,0
txn_002697,35.75,6,28.0,4,1,1,1,entertainment,0
txn_002698,13.16,6,5.5,1,1,1,1,grocery,0
txn_002699,9.37,18,17.5,4,0,1,1,travel,0
txn_002700,29.69,19,10.2,5,0,1,1,online_shopping,0
txn_002701,22.03,13,22.5,2,1,0,1,retail,0
txn_002702,14.54,12,5.5,5,0,0,1,retail,0
txn_002703,10.59,15,13.2,5,0,1,1,entertainment,0
txn_002704,60.8,0,320.1,11,1,0,1,restaurant,1
txn_002705,15.24,10,21.3,3,0,1,1,grocery,0
txn_002706,66.16,15,27.3,2,0,1,1,entertainment,0
txn_002707,3.09,17,6.5,1,0,0,1,restaurant,0
txn_002708,44.61,13,8.6,2,0,0,1,restaurant,0
txn_002709,170.55,6,3.7,2,0,1,1,retail,0
txn_002710,91.62,19,10.7,1,0,0,0,grocery,0
txn_002711,32.75,9,17.1,5,0,1,1,restaurant,0
txn_002712,5.66,12,8.7,3,0,1,1,travel,0
txn_002713,69.91,11,11.2,1,0,0,1,restaurant,0
txn_002714,44.91,6,3.8,3,0,0,0,gas_station,0
txn_002715,60.96,6,16.8,2,0,0,1,gas_station,0
txn_002716,89.5,22,10.9,1,0,0,1,restaurant,0
txn_002717,11.32,21,3.3,4,0,0,1,restaurant,0
txn_002718,60.45,7,16.9,4,1,0,1,grocery,0
txn_002719,54.87,19,3.3,3,0,1,0,online_shopping,0
txn_002720,24.56,12,28.3,4,0,1,1,online_shopping,0
txn_002721,108.82,16,15.6,1,0,1,1,entertainment,0
txn_002722,40.37,13,21.0,3,0,0,1,travel,0
txn_002723,470.83,12,14.0,2,0,0,1,travel,0
txn_002724,16.89,14,9.6,4,0,1,1,restaurant,0
txn_002725,3.92,22,5.6,1,0,1,0,travel,0
txn_002726,19.49,22,21.2,5,0,1,1,entertainment,0
txn_002727,1149.23,2,256.8,10,1,1,1,retail,1
txn_002728,56.29,19,12.8,4,0,1,1,online_shopping,0
txn_002729,17.29,11,1.0,1,0,0,1,gas_station,0
txn_002730,46.71,6,4.5,4,0,0,1,travel,0
txn_002731,29.63,17,14.3,4,0,0,1,gas_station,0
txn_002732,70.92,7,14.4,3,0,1,1,grocery,0
txn_002733,16.28,0,50.1,15,1,1,1,grocery,1
txn_002734,40.87,7,26.0,4,0,1,0,gas_station,0
txn_002735,175.99,12,7.2,5,0,0,1,travel,0
txn_002736,28.14,8,18.2,3,0,1,1,online_shopping,0
txn_002737,50.93,6,0.8,2,0,0,1,restaurant,0
txn_002738,9.41,16,18.1,5,0,1,1,retail,0
txn_002739,29.15,19,26.9,3,0,1,1,gas_station,0
txn_002740,12.26,10,0.1,4,0,0,1,travel,0
txn_002741,47.44,22,15.7,3,0,0,1,travel,0
txn_002742,27.58,15,21.6,5,0,1,1,grocery,0
txn_002743,1798.05,22,190.1,6,1,0,0,retail,1
txn_002744,22.75,6,12.6,3,0,1,1,restaurant,0
txn_002745,112.04,9,6.4,3,0,0,1,gas_station,0
txn_002746,41.82,11,25.2,4,1,1,1,online_shopping,0
txn_002747,27.86,21,16.7,2,0,1,0,travel,0
txn_002748,118.41,9,12.2,3,0,0,0,online_shopping,0
txn_002749,42.46,14,0.4,2,0,0,1,retail,0
txn_002750,29.68,15,20.9,1,0,0,1,online_shopping,0
txn_002751,36.09,12,11.2,1,0,0,1,grocery,0
txn_002752,10.78,6,16.8,3,0,1,1,online_shopping,0
txn_002753,84.06,14,6.6,5,1,0,1,online_shopping,0
txn_002754,148.21,11,18.2,1,1,1,0,retail,0
txn_002755,78.17,1,51.2,9,0,1,0,restaurant,1
txn_002756,187.15,17,14.6,2,0,0,1,online_shopping,0
txn_002757,49.01,18,29.7,3,0,0,1,travel,0
txn_002758,41.74,17,9.8,1,0,0,1,online_shopping,0
txn_002759,76.74,10,20.8,5,0,1,1,restaurant,0
txn_002760,47.93,23,292.2,13,1,1,1,grocery,1
txn_002761,77.53,10,5.3,1,0,0,1,retail,0
txn_002762,10.91,2,232.2,16,1,0,0,entertainment,1
txn_002763,36.38,19,7.8,3,0,0,0,restaurant,0
txn_002764,66.43,10,8.3,4,0,0,1,restaurant,0
txn_002765,97.97,22,26.0,3,0,1,1,restaurant,0
txn_002766,29.64,19,17.0,4,0,0,1,entertainment,0
txn_002767,9.57,12,8.8,2,0,1,1,entertainment,0
txn_002768,29.92,8,25.2,4,0,0,1,travel,0
txn_002769,152.11,16,26.7,5,1,1,1,travel,0
txn_002770,45.27,11,23.8,3,0,0,1,restaurant,0
txn_002771,5.96,16,5.5,3,0,0,1,travel,0
txn_002772,28.8,7,4.7,4,0,1,1,grocery,0
txn_002773,12.6,17,20.9,5,1,1,1,gas_station,0
txn_002774,67.06,10,17.2,3,0,1,1,travel,0
txn_002775,17.25,9,21.3,3,0,1,1,restaurant,0
txn_002776,104.77,8,16.9,5,0,1,1,restaurant,0
txn_002777,13.78,20,18.7,5,0,1,1,online_shopping,0
txn_002778,28.24,14,18.4,2,1,0,1,gas_station,0
txn_002779,37.7,20,14.4,3,0,1,1,retail,0
txn_002780,19.35,17,0.2,5,0,1,1,travel,0
txn_002781,1559.74,2,132.0,8,0,1,0,retail,1
txn_002782,15.5,16,14.9,3,0,0,1,travel,0
txn_002783,32.33,15,20.0,4,0,0,1,entertainment,0
txn_002784,666.67,4,268.3,10,0,1,0,retail,1
txn_002785,16.57,7,25.1,3,0,1,1,grocery,0
txn_002786,26.72,12,4.6,5,0,0,1,gas_station,0
txn_002787,42.35,17,26.5,3,1,1,0,retail,0
txn_002788,22.69,12,27.4,2,0,1,1,gas_station,0
txn_002789,49.23,19,2.2,2,0,0,1,travel,0
txn_002790,5.51,12,12.5,2,0,1,1,retail,0
txn_002791,71.63,11,0.8,1,0,0,1,gas_station,0
txn_002792,10.9,8,18.3,2,0,1,1,grocery,0
txn_002793,30.44,10,27.3,1,0,1,1,online_shopping,0
txn_002794,10.21,13,29.9,5,0,1,1,restaurant,0
txn_002795,160.22,22,9.0,4,0,0,1,grocery,0
txn_002796,127.4,6,5.2,4,0,0,1,restaurant,0
txn_002797,39.36,1,358.0,12,1,1,0,entertainment,1
txn_002798,30.75,17,9.6,4,0,1,1,restaurant,0
txn_002799,16.33,9,2.3,2,0,0,1,retail,0
txn_002800,12.98,17,19.8,4,0,1,1,entertainment,0
txn_002801,40.28,19,27.8,5,0,0,1,restaurant,0
txn_002802,9.31,13,1.4,4,0,1,1,grocery,0
txn_002803,78.95,14,11.8,1,1,1,0,entertainment,0
txn_002804,49.14,6,11.4,4,0,1,0,gas_station,0
txn_002805,10.8,9,15.4,3,0,0,1,entertainment,0
txn_002806,146.79,11,17.6,1,0,1,1,retail,0
txn_002807,181.33,8,14.2,2,0,1,1,grocery,0
txn_002808,15.06,15,28.1,3,0,0,1,retail,0
txn_002809,172.56,12,8.8,5,0,1,0,gas_station,0
txn_002810,124.79,13,4.9,4,1,1,1,grocery,0
txn_002811,641.52,4,423.7,15,0,0,0,travel,1
txn_002812,5.15,18,10.5,2,0,1,1,retail,0
txn_002813,37.47,19,24.1,1,0,0,1,restaurant,0
txn_002814,2.6,20,18.8,2,0,1,1,travel,0
txn_002815,63.71,10,16.2,4,0,0,1,entertainment,0
txn_002816,43.03,11,15.1,2,0,1,1,travel,0
txn_002817,284.09,15,17.3,1,0,0,1,entertainment,0
txn_002818,7.32,15,11.0,2,0,0,1,entertainment,0
txn_002819,45.38,21,2.3,2,0,0,1,gas_station,0
txn_002820,27.57,11,27.4,1,0,0,0,gas_station,0
txn_002821,117.52,15,1.0,4,1,1,1,online_shopping,0
txn_002822,63.49,8,6.9,1,0,1,1,online_shopping,0
txn_002823,18.22,9,0.1,5,0,0,1,online_shopping,0
txn_002824,137.44,19,12.1,5,0,0,1,restaurant,0
txn_002825,182.36,21,0.4,2,0,0,1,online_shopping,0
txn_002826,95.33,7,13.3,3,0,0,1,entertainment,0
txn_002827,14.39,12,18.5,1,0,1,1,retail,0
txn_002828,11.5,13,25.2,1,0,1,0,grocery,0
txn_002829,28.36,18,13.6,4,0,0,1,restaurant,0
txn_002830,6.44,15,10.8,5,0,1,1,gas_station,0
txn_002831,12.31,19,23.3,4,0,0,1,grocery,0
txn_002832,395.03,15,6.8,3,0,1,1,gas_station,0
txn_002833,38.47,16,27.8,3,0,1,1,travel,0
txn_002834,114.84,19,9.7,5,0,0,1,travel,0
txn_002835,235.29,13,10.7,1,0,1,1,entertainment,0
txn_002836,59.33,13,26.4,5,0,0,0,gas_station,0
txn_002837,43.71,19,21.0,3,0,1,1,travel,0
txn_002838,5.37,6,21.3,5,1,0,0,retail,0
txn_002839,126.94,9,5.5,3,0,0,1,grocery,0
txn_002840,56.61,12,26.6,1,1,1,1,grocery,0
txn_002841,385.7,2,177.5,17,1,0,0,gas_station,1
txn_002842,101.22,8,23.9,5,0,0,0,travel,0
txn_002843,44.13,12,12.7,3,0,1,0,entertainment,0
txn_002844,77.12,14,5.1,3,0,1,0,gas_station,0
txn_002845,217.5,16,10.1,4,0,1,1,travel,0
txn_002846,43.41,21,16.8,4,0,0,0,grocery,0
txn_002847,66.62,1,232.5,11,0,0,1,retail,1
txn_002848,101.94,14,18.6,4,0,0,0,retail,0
txn_002849,28.87,7,6.3,1,0,0,1,retail,0
txn_002850,4398.57,0,173.4,12,1,1,1,grocery,1
txn_002851,29.1,20,25.4,4,0,1,1,entertainment,0
txn_002852,45.14,15,4.1,1,0,1,1,grocery,0
txn_002853,69.76,21,28.1,4,0,1,1,travel,0
txn_002854,9.67,10,21.1,3,0,1,1,grocery,0
txn_002855,25.61,10,16.2,2,0,0,1,retail,0
txn_002856,55.51,17,8.6,3,0,0,0,entertainment,0
txn_002857,93.02,17,6.4,3,0,0,1,online_shopping,0
txn_002858,177.69,9,26.1,4,0,1,1,restaurant,0
txn_002859,267.55,1,447.5,13,1,0,0,online_shopping,1
txn_002860,62.25,14,25.7,1,0,1,1,restaurant,0
txn_002861,40.05,12,10.4,1,0,0,1,online_shopping,0
txn_002862,74.21,15,2.1,5,0,1,1,travel,0
txn_002863,30.84,8,16.5,5,0,1,1,gas_station,0
txn_002864,15.23,15,8.1,4,0,1,1,travel,0
txn_002865,20.6,10,10.3,3,0,1,1,entertainment,0
txn_002866,23.15,10,6.9,4,0,0,0,retail,0
txn_002867,37.69,16,20.5,4,0,0,1,grocery,0
txn_002868,248.51,17,3.0,1,0,1,1,grocery,0
txn_002869,23.45,17,28.8,3,0,0,0,online_shopping,0
txn_002870,9.31,12,10.1,2,0,0,1,gas_station,0
txn_002871,33.87,14,14.5,4,0,1,1,travel,0
txn_002872,48.61,14,16.7,5,0,1,0,retail,0
txn_002873,25.03,16,15.5,3,0,1,0,restaurant,0
txn_002874,25.41,9,23.6,2,0,0,1,entertainment,0
txn_002875,3.72,6,22.5,4,0,1,1,online_shopping,0
txn_002876,25.42,18,29.8,4,0,0,1,travel,0
txn_002877,69.7,15,26.6,5,0,1,1,restaurant,0
txn_002878,39.35,15,15.2,2,0,1,1,grocery,0
txn_002879,3.52,10,1.9,2,0,0,1,entertainment,0
txn_002880,18.35,22,12.0,1,0,0,1,gas_station,0
txn_002881,23.54,14,0.5,4,0,1,1,retail,0
txn_002882,187.27,19,1.4,2,0,0,1,gas_station,0
txn_002883,20.71,7,22.6,1,0,1,0,grocery,0
txn_002884,57.22,10,18.3,2,0,1,0,entertainment,0
txn_002885,138.57,3,348.6,13,0,0,0,grocery,1
txn_002886,50.92,21,29.9,1,0,0,0,grocery,0
txn_002887,439.39,20,17.1,1,0,0,0,entertainment,0
txn_002888,57.24,22,26.2,3,0,0,0,online_shopping,0
txn_002889,21.05,21,2.3,2,0,0,0,gas_station,0
txn_002890,180.88,0,381.5,14,1,1,1,online_shopping,1
txn_002891,1253.47,1,259.6,17,1,1,0,online_shopping,1
txn_002892,8.85,8,25.5,1,0,0,1,entertainment,0
txn_002893,70.0,22,25.4,1,0,0,1,grocery,0
txn_002894,30.91,18,4.7,4,0,1,1,entertainment,0
txn_002895,330.19,1,386.5,16,0,1,0,restaurant,1
txn_002896,142.56,6,25.8,4,0,1,1,online_shopping,0
txn_002897,18.79,18,6.2,1,0,1,0,restaurant,0
txn_002898,78.32,16,2.8,4,0,1,1,restaurant,0
txn_002899,9.69,16,5.1,4,0,1,1,online_shopping,0
txn_002900,23.63,21,16.0,2,0,1,1,online_shopping,0
txn_002901,11.4,14,20.8,1,0,0,1,grocery,0
txn_002902,3540.4,1,67.9,10,1,1,0,restaurant,1
txn_002903,111.85,6,26.1,5,0,1,0,travel,0
txn_002904,49.25,15,18.3,3,0,1,1,travel,0
txn_002905,21.28,13,6.4,2,1,0,0,travel,0
txn_002906,77.85,11,25.8,1,0,0,1,entertainment,0
txn_002907,1015.21,0,385.9,19,1,1,0,retail,1
txn_002908,18.23,14,27.0,5,0,0,1,online_shopping,0
txn_002909,17.01,16,3.5,4,0,0,1,travel,0
txn_002910,57.31,6,27.2,2,0,1,0,restaurant,0
txn_002911,11.33,7,24.4,5,0,1,0,grocery,0
txn_002912,112.55,19,1.4,1,0,1,1,restaurant,0
txn_002913,23.18,9,17.2,2,0,1,1,retail,0
txn_002914,6.7,16,10.0,3,0,1,1,travel,0
txn_002915,60.02,21,17.6,3,0,0,1,retail,0
txn_002916,5.86,12,26.8,3,0,0,0,travel,0
txn_002917,17.4,11,14.7,2,0,0,1,online_shopping,0
txn_002918,52.9,7,24.5,2,0,1,1,gas_station,0
txn_002919,32.18,8,12.6,3,0,1,0,entertainment,0
txn_002920,59.32,16,20.5,5,0,1,1,grocery,0
txn_002921,21.45,22,26.2,3,0,1,0,travel,0
txn_002922,135.99,9,23.2,3,0,0,1,grocery,0
