restaurant_id,name,cuisine,zone,avg_rating,num_reviews,avg_order_value,avg_delivery_time_min,prep_time_min,distance_km,is_promoted,monthly_orders,active_hours
rest_0558,Vidyarthi Kitchen,Healthy_Bowls,Basavanagudi,3.53,284,592,37,15,2.6,0,971,10
rest_0559,Spice Bowl,North_Indian,Yelahanka,3.62,895,557,28,22,10.84,0,1458,11
rest_0560,Third_Wave Studio,Pizza,Whitefield,3.61,1182,363,35,10,3.19,0,4391,12
rest_0561,Third_Wave Palace,Desserts,Electronic_City,4.48,552,415,33,24,9.85,1,2154,17
rest_0562,Empire Dhaba,Healthy_Bowls,Yeshwanthpur,4.29,626,218,43,12,5.05,0,1131,10
rest_0563,Flame Bowl,Street_Food,Marathahalli,4.48,749,284,39,20,8.46,1,2333,8
rest_0564,Veena Stop,South_Indian,Malleshwaram,3.06,317,159,20,20,11.81,0,574,13
rest_0565,Pasta Factory,North_Indian,JP_Nagar,3.64,358,283,26,11,7.55,1,808,19
rest_0566,Paradise Dhaba,North_Indian,Marathahalli,4.12,1291,284,26,22,3.69,1,3551,10
rest_0567,Pasta Stop,Mexican,KR_Puram,3.4,99,94,19,19,3.49,1,289,11
rest_0568,Blue_Tokai Plate,Desserts,Marathahalli,4.08,1469,471,39,18,10.66,0,2210,14
rest_0569,Grill Express,Biryani,Sarjapur,3.61,852,278,22,10,3.09,0,2746,9
rest_0570,Shivaji Delight,Desserts,Koramangala,4.01,734,536,27,13,11.53,0,2628,13
rest_0571,Blue_Tokai Garden,South_Indian,Bommanahalli,4.19,1330,379,23,12,11.04,0,3249,19
rest_0572,Fresh Junction,North_Indian,Bellandur,4.55,3737,453,46,16,3.89,0,9169,9
rest_0573,Royal Factory,Pizza,Bellandur,3.82,327,102,35,18,5.72,0,758,11
rest_0574,Fresh Grill,Desserts,Jayanagar,2.69,270,136,28,15,5.61,0,569,20
rest_0575,Green Express,Chinese,Yelahanka,3.87,1384,502,29,14,4.05,0,3262,13
rest_0576,Royal Studio,Thai,Domlur,2.59,269,260,32,8,2.75,0,538,11
rest_0577,Fresh Cafe,Italian,Domlur,4.1,1007,440,30,20,5.31,0,1919,15
rest_0578,Empire Palace,Pizza,MG_Road,2.51,15,96,15,16,3.84,1,29,17
rest_0579,Truffles Express,North_Indian,Jayanagar,3.43,586,488,30,17,0.75,0,2113,9
rest_0580,Brahmin Garden,Fast_Food,Malleshwaram,3.91,419,299,28,19,2.16,1,1596,20
rest_0581,Pasta Palace,Continental,BTM_Layout,2.98,229,295,22,8,7.25,0,832,12
rest_0582,Third_Wave Grill,Cafe,Rajajinagar,3.31,1013,516,39,12,4.96,0,3754,20
rest_0583,Third_Wave Dhaba,Street_Food,Basavanagudi,3.62,815,410,35,25,7.18,0,2522,20
rest_0584,Grill Palace,Street_Food,JP_Nagar,3.6,822,429,31,18,2.04,0,1405,15
rest_0585,Blue_Tokai Dhaba,Italian,KR_Puram,4.46,2955,741,39,28,9.75,0,6774,14
rest_0586,Flame Diner,South_Indian,Malleshwaram,2.94,266,193,35,9,11.16,0,464,9
rest_0587,Flame Kitchen,Desserts,Yelahanka,3.65,877,578,38,10,6.4,0,2984,10
rest_0588,Nandhini Garden,Italian,Silk_Board,3.21,274,209,32,20,9.87,0,644,9
rest_0589,Curry Palace,Pizza,Old_Airport_Road,3.77,1193,212,24,14,8.98,0,3280,18
rest_0590,Rameshwaram Stop,Desserts,BTM_Layout,3.54,163,152,15,17,11.1,0,307,13
rest_0591,Nandhini Hut,Italian,BTM_Layout,4.35,4089,487,43,29,4.0,0,7885,18
rest_0592,Wok Express,Healthy_Bowls,Old_Airport_Road,3.23,457,228,32,19,3.85,0,1284,15
rest_0593,Blue_Tokai Kitchen,Chinese,Hebbal,3.12,90,298,19,16,9.05,0,222,11
rest_0594,Pasta Studio,Mexican,Domlur,3.46,342,378,32,17,10.97,0,1264,15
rest_0595,Brahmin Dhaba,Mexican,Old_Airport_Road,3.09,431,258,20,14,10.85,0,1436,15
rest_0596,Desi Hut,Mexican,Indiranagar,4.33,610,553,37,19,1.27,0,2022,11
rest_0597,Bombay Dhaba,South_Indian,Whitefield,4.21,889,380,28,16,5.81,0,1496,19
rest_0598,Tandoor Hub,Healthy_Bowls,Koramangala,3.43,304,414,32,15,9.28,1,970,10
rest_0599,Wok Palace,Mexican,Indiranagar,3.3,236,233,35,20,8.12,0,743,9
rest_0600,Royal Express,Desserts,BTM_Layout,3.89,201,280,21,9,0.82,1,308,11
rest_0601,Curry Kitchen,Pizza,Jayanagar,3.29,620,460,31,11,3.01,1,1397,17
rest_0602,Desi Eatery,Fast_Food,Yeshwanthpur,3.52,404,233,25,10,10.67,0,927,18
rest_0603,Shivaji House,Fast_Food,Koramangala,3.96,833,404,43,17,8.6,0,1277,8
rest_0604,Bombay Bites,Italian,Silk_Board,3.52,212,224,31,25,2.24,0,426,8
rest_0605,Masala Junction,Biryani,Hebbal,4.19,1116,517,33,19,3.13,0,3718,13
rest_0606,Paradise House,Italian,Indiranagar,3.38,468,250,25,16,1.4,0,1550,12
rest_0607,Pasta Garden,Pizza,MG_Road,3.59,1230,379,40,16,9.48,0,2091,13
rest_0608,Tandoor Republic,Street_Food,Sarjapur,4.16,369,528,45,25,4.89,1,1341,20
rest_0609,Delhi Palace,North_Indian,Koramangala,3.6,201,188,28,14,4.79,0,547,18
rest_0610,Tandoor Palace,Desserts,Sarjapur,3.66,394,239,31,19,8.42,0,1277,18
rest_0611,Shivaji Express,Cafe,Malleshwaram,4.08,1478,466,24,18,11.36,0,2761,11
rest_0612,Meghana Junction,Biryani,Silk_Board,4.17,1481,323,25,25,1.3,1,4799,16
rest_0613,Vidyarthi Diner,Biryani,Silk_Board,3.43,431,482,26,25,11.41,0,1132,11
rest_0614,Golden Plate,Chinese,Jayanagar,4.37,887,376,39,13,2.41,0,1980,14
rest_0615,Spice Grill,Italian,Rajajinagar,4.19,69,224,44,10,9.58,0,110,11
rest_0616,Masala Cafe,Healthy_Bowls,JP_Nagar,3.5,203,214,26,13,0.54,0,746,14
rest_0617,Pasta Kitchen,Japanese,Hebbal,4.32,574,1176,48,25,3.19,0,1556,19
rest_0618,Desi Plate,Pizza,Yelahanka,4.13,1115,550,45,11,9.66,0,2512,18
rest_0619,Bowl Hub,Desserts,Domlur,2.66,376,86,25,14,3.03,0,806,15
rest_0620,Madras Lab,Japanese,Silk_Board,4.23,731,549,38,12,4.84,0,2407,19
rest_0621,Empire Diner,Japanese,Banashankari,3.16,129,129,18,12,1.53,1,432,11
rest_0622,Pasta Hut,Pizza,Hebbal,3.7,488,255,31,18,3.05,0,1214,16
rest_0623,Brahmin Cafe,Chinese,Yelahanka,3.25,243,112,24,10,10.26,0,867,8
rest_0624,Bowl Republic,Biryani,Old_Airport_Road,2.59,424,153,37,11,11.25,0,874,19
rest_0625,Paradise Plate,Pizza,Yelahanka,3.49,444,115,15,16,5.36,0,1191,13
rest_0626,Fresh Studio,Mexican,Yelahanka,4.4,1485,543,32,13,9.15,0,4382,20
rest_0627,Royal Dhaba,Mexican,KR_Puram,4.71,1409,701,38,20,1.6,0,5544,10
rest_0628,Golden Point,Continental,Yeshwanthpur,3.76,354,451,32,17,3.27,1,963,19
rest_0629,Empire Corner,Japanese,Yeshwanthpur,3.22,288,233,35,17,7.09,1,844,12
rest_0630,Desi Grill,Chinese,BTM_Layout,4.04,938,319,24,13,8.71,0,3428,16
rest_0631,Madras Grill,Italian,Yeshwanthpur,3.93,121,234,23,19,6.76,0,309,18
rest_0632,Curry Studio,Cafe,Malleshwaram,3.86,1458,240,21,17,2.13,1,5307,11
rest_0633,Madras Eatery,Continental,Jayanagar,3.56,1324,369,37,18,7.97,0,2526,15
rest_0634,Chai Diner,Mexican,Yeshwanthpur,3.68,1396,459,36,15,2.27,0,5557,14
rest_0635,Oven House,Biryani,Whitefield,4.09,883,226,40,12,4.34,0,1927,20
rest_0636,Grill Corner,North_Indian,Whitefield,4.46,825,581,45,13,8.88,0,1869,20
rest_0637,Momo Lab,Biryani,Bommanahalli,4.04,2805,1157,37,20,9.02,0,10995,16
rest_0638,Delhi Stop,Chinese,Electronic_City,4.16,158,567,40,21,3.36,0,477,19
rest_0639,Rameshwaram Studio,Mexican,JP_Nagar,4.32,675,363,30,12,1.38,0,1417,9
rest_0640,Golden House,Mexican,Yelahanka,3.84,71,585,33,14,6.42,0,283,16
rest_0641,Meghana Garden,Mexican,Domlur,3.74,460,288,36,17,5.66,1,883,20
rest_0642,Wok House,Fast_Food,Electronic_City,4.44,915,398,25,21,4.39,0,2925,16
rest_0643,Biryani Diner,Continental,Indiranagar,3.84,444,187,26,8,4.28,0,1058,8
rest_0644,Meghana Kitchen,South_Indian,Sarjapur,3.31,1103,559,33,13,0.58,0,3776,12
rest_0645,Biryani Dhaba,Pizza,MG_Road,3.55,948,463,34,15,9.09,0,1435,19
rest_0646,Pasta Bites,North_Indian,Electronic_City,4.17,114,264,26,25,11.8,0,204,15
rest_0647,Empire Junction,South_Indian,Whitefield,2.69,186,190,39,18,8.3,0,438,17
rest_0648,Momo Republic,South_Indian,Sarjapur,3.4,1097,275,28,13,11.93,0,2323,14
rest_0649,Delhi Garden,South_Indian,Electronic_City,3.56,443,572,33,10,1.55,0,720,14
rest_0650,Third_Wave Delight,Japanese,Indiranagar,3.55,624,577,42,23,10.79,0,1219,8
rest_0651,Masala Bites,South_Indian,Whitefield,3.52,404,270,25,13,4.66,0,1392,16
rest_0652,Delhi Express,Chinese,Jayanagar,4.13,1197,590,31,24,1.85,0,3100,15
rest_0653,Third_Wave Kitchen,Chinese,Bommanahalli,4.46,643,218,38,11,8.48,0,2155,14
rest_0654,Tandoor Factory,Desserts,Basavanagudi,4.21,870,443,26,15,7.08,1,2592,8
rest_0655,Meghana Diner,Thai,Malleshwaram,4.43,1174,306,24,23,3.89,0,4652,18
rest_0656,Chai Hub,Biryani,Koramangala,4.47,1244,243,43,22,3.46,0,3813,17
rest_0657,Grill Cafe,Biryani,Jayanagar,4.25,859,262,27,23,10.87,0,1489,10
rest_0658,Brahmin Diner,Pizza,Whitefield,2.71,394,258,34,9,0.74,0,1405,20
rest_0659,Green Junction,Italian,HSR_Layout,4.42,1278,205,20,13,9.91,0,4641,9
rest_0660,Momo Point,Continental,Sarjapur,4.82,396,581,37,19,3.8,0,1506,18
rest_0661,Fresh Eatery,Fast_Food,Whitefield,4.4,223,558,39,14,6.6,0,668,18
rest_0662,Rameshwaram Junction,Cafe,Domlur,3.44,156,157,18,12,8.11,0,597,20
rest_0663,Delhi Hut,Street_Food,Silk_Board,3.96,427,95,33,14,3.7,0,737,10
rest_0664,Vidyarthi Eatery,Desserts,Yeshwanthpur,4.24,1389,569,32,23,6.7,0,3794,16
rest_0665,Urban Grill,Mexican,Sarjapur,4.21,499,481,27,21,11.93,1,769,16
rest_0666,Rameshwaram Dhaba,North_Indian,Old_Airport_Road,4.52,4106,1070,30,15,2.12,0,8674,8
rest_0667,Madras Plate,Continental,Old_Airport_Road,3.21,379,154,40,18,3.8,0,716,18
rest_0668,Wok Studio,Chinese,Koramangala,3.75,980,422,28,19,5.37,0,1854,9
rest_0669,Nandhini Hub,Healthy_Bowls,Silk_Board,3.41,49,260,29,15,7.88,0,174,10
rest_0670,Rameshwaram Palace,Biryani,Whitefield,4.33,2948,422,34,20,1.25,0,8822,20
rest_0671,Biryani Palace,Continental,Jayanagar,3.24,601,234,38,11,9.59,0,970,13
rest_0672,Green Bites,Chinese,Electronic_City,2.62,330,101,37,11,9.79,0,1034,20
rest_0673,Rameshwaram Express,Cafe,Old_Airport_Road,3.08,116,299,34,9,7.02,0,462,9
rest_0674,Biryani Lab,Healthy_Bowls,HSR_Layout,3.79,397,574,25,12,4.68,0,684,10
rest_0675,Paradise Express,Fast_Food,Yelahanka,4.31,1443,252,31,20,8.35,0,3989,12
rest_0676,Brahmin Factory,Japanese,Banashankari,3.2,53,120,18,14,2.79,0,123,13
rest_0677,Chai Hut,South_Indian,Yelahanka,3.18,224,195,36,12,1.12,0,837,14
rest_0678,Meghana Delight,Street_Food,Rajajinagar,4.22,1476,375,42,22,6.95,0,5512,11
rest_0679,Tandoor Eatery,Pizza,Jayanagar,4.44,1441,431,20,21,0.69,0,5391,16
rest_0680,Spice Eatery,Cafe,Sarjapur,4.67,4662,480,39,31,0.88,0,10371,14
rest_0681,Empire Point,Italian,Rajajinagar,3.03,416,281,28,18,9.02,0,631,13
rest_0682,Grill Studio,Biryani,Marathahalli,2.9,439,279,28,18,10.85,0,1113,8
rest_0683,Flame Lab,Chinese,Hebbal,3.32,945,205,44,14,8.64,1,3592,9
rest_0684,Grill Bites,Italian,Banashankari,3.59,423,253,39,12,3.66,0,1623,18
rest_0685,Spice Diner,Thai,Whitefield,4.83,1205,486,34,23,1.57,0,3296,13
rest_0686,Spice Delight,South_Indian,Rajajinagar,2.61,361,172,25,18,9.8,0,703,8
rest_0687,Masala Dhaba,Street_Food,Bommanahalli,3.21,1118,497,23,16,6.66,0,3124,20
rest_0688,Chai Republic,Italian,HSR_Layout,3.92,652,387,45,25,11.38,0,2481,12
rest_0689,Pasta Grill,Fast_Food,Malleshwaram,3.73,240,117,16,16,5.21,0,722,18
rest_0690,Nandhini Kitchen,South_Indian,MG_Road,3.14,105,159,17,11,4.78,0,362,9
rest_0691,Masala Palace,Street_Food,KR_Puram,3.85,297,95,24,17,3.0,0,862,19
rest_0692,Pasta Express,Desserts,Rajajinagar,4.49,912,248,34,15,7.3,0,1907,8
rest_0693,Biryani Corner,Fast_Food,Malleshwaram,3.92,691,398,21,22,11.82,0,1888,18
rest_0694,Truffles Lab,North_Indian,Old_Airport_Road,2.89,411,89,16,12,4.29,1,1246,20
rest_0695,Tandoor Junction,Thai,Bellandur,4.29,1412,1002,38,35,1.91,0,3980,17
rest_0696,Curry Plate,Street_Food,JP_Nagar,4.69,878,682,32,35,2.87,0,1488,15
rest_0697,Blue_Tokai Studio,Healthy_Bowls,Hebbal,2.97,242,224,31,9,3.02,0,583,15
rest_0698,Spice Factory,Chinese,Marathahalli,4.6,3908,682,28,32,5.46,1,7333,16
rest_0699,Masala Express,Street_Food,Marathahalli,3.26,833,493,33,16,5.13,0,2486,16
rest_0700,Golden Express,Thai,Marathahalli,3.89,614,291,39,22,1.66,0,2047,19
rest_0701,Oven Hub,Fast_Food,Domlur,4.17,3929,513,25,30,0.74,0,15464,9
rest_0702,Meghana Republic,Thai,Koramangala,3.52,274,218,20,19,6.54,0,525,10
rest_0703,Truffles Factory,North_Indian,Malleshwaram,3.63,1110,510,39,25,8.39,1,3685,8
rest_0704,Delhi Delight,Healthy_Bowls,JP_Nagar,2.71,264,87,33,19,5.45,0,532,9
rest_0705,Desi Corner,Cafe,Yeshwanthpur,3.85,240,297,31,10,8.31,0,892,14
rest_0706,Blue_Tokai Bowl,Fast_Food,Bommanahalli,4.72,4842,1175,50,26,11.65,0,13302,18
rest_0707,Delhi Studio,Biryani,Bommanahalli,3.41,1047,315,45,19,0.97,1,2311,17
rest_0708,Nandhini Point,Cafe,Marathahalli,3.4,98,204,36,13,2.1,0,335,12
rest_0709,Veena Bowl,Fast_Food,Basavanagudi,3.57,249,158,29,14,5.8,0,941,8
rest_0710,Vidyarthi House,Desserts,Electronic_City,3.59,546,432,31,14,10.85,0,2017,8
rest_0711,Golden Corner,Healthy_Bowls,Yeshwanthpur,4.53,2580,852,47,25,1.9,0,7640,16
rest_0712,Grill Stop,Japanese,Electronic_City,3.6,63,522,39,16,0.5,1,189,9
rest_0713,Blue_Tokai Point,Italian,Jayanagar,4.02,4343,755,26,18,6.06,0,8512,11
rest_0714,Delhi Kitchen,Biryani,Bellandur,4.35,4955,642,45,35,7.63,0,7960,13
rest_0715,Meghana Bowl,Continental,BTM_Layout,3.43,360,341,43,20,10.37,0,666,20
rest_0716,Shivaji Eatery,Japanese,MG_Road,4.41,1399,410,24,20,7.18,0,4142,14
rest_0717,Flame Point,North_Indian,Silk_Board,4.69,441,1139,35,18,4.84,0,1751,17
rest_0718,Momo Garden,Italian,Silk_Board,4.26,443,234,20,13,9.82,0,1653,13
rest_0719,Urban Junction,Desserts,Basavanagudi,3.35,522,221,37,20,9.95,1,1161,12
rest_0720,Third_Wave Bites,Pizza,Bommanahalli,4.63,1108,866,33,35,4.39,1,2384,13
rest_0721,Chai Plate,North_Indian,Whitefield,4.46,3069,745,34,22,1.14,1,10539,20
rest_0722,Pasta Lab,Thai,BTM_Layout,3.61,292,186,27,20,1.94,0,949,16
rest_0723,Meghana Eatery,Japanese,JP_Nagar,2.69,213,185,18,18,3.38,1,608,15
rest_0724,Vidyarthi Bowl,Thai,Rajajinagar,3.46,330,537,36,17,6.86,0,596,19
rest_0725,Green Corner,Biryani,KR_Puram,4.28,223,224,39,22,10.42,0,548,8
rest_0726,Rameshwaram Lab,North_Indian,Domlur,3.9,762,575,39,20,10.94,0,2686,17
rest_0727,Tandoor Hut,Street_Food,Silk_Board,2.86,474,83,40,18,1.48,0,1007,16
rest_0728,Momo Cafe,Thai,BTM_Layout,4.25,2401,927,50,35,7.49,0,4347,17
rest_0729,Veena Kitchen,Street_Food,Indiranagar,3.22,442,202,28,8,1.41,0,1654,16
rest_0730,Curry House,Street_Food,MG_Road,4.22,581,548,24,17,2.19,0,1769,8
rest_0731,Curry Express,Continental,Old_Airport_Road,4.44,580,590,20,21,1.01,0,1210,9
rest_0732,Truffles Cafe,Pizza,Yeshwanthpur,4.43,652,449,25,21,11.2,1,2464,8
rest_0733,Meghana Palace,Pizza,KR_Puram,4.65,3321,1010,45,17,11.52,0,13220,17
rest_0734,Masala Garden,Desserts,Malleshwaram,3.61,286,477,34,23,4.55,0,790,13
rest_0735,Oven Delight,Japanese,KR_Puram,3.41,417,143,25,9,5.34,1,1650,17
rest_0736,Paradise Cafe,North_Indian,KR_Puram,3.88,1090,538,33,19,4.16,0,2121,10
rest_0737,Bowl Delight,Continental,Marathahalli,4.0,253,339,25,13,6.1,0,520,10
rest_0738,Momo Grill,Pizza,Silk_Board,3.36,979,318,23,13,5.47,0,2112,10
rest_0739,Urban Plate,Desserts,JP_Nagar,2.99,269,154,29,18,8.23,0,453,19
rest_0740,Blue_Tokai Stop,Chinese,Yelahanka,3.81,352,187,40,18,4.61,0,951,9
rest_0741,Nandhini Bowl,Chinese,Rajajinagar,3.8,317,171,22,8,6.34,0,1180,20
rest_0742,Vidyarthi Express,Continental,Hebbal,3.61,851,524,33,22,1.13,0,2309,11
rest_0743,Bowl Diner,South_Indian,Bommanahalli,3.37,1155,208,43,10,1.54,0,3767,13
rest_0744,Tandoor Dhaba,Fast_Food,Sarjapur,4.15,77,214,20,13,9.6,0,123,12
rest_0745,Third_Wave Garden,Pizza,Koramangala,3.59,497,162,32,19,3.08,1,1957,14
rest_0746,Desi Diner,Biryani,Hebbal,4.57,885,476,30,21,6.13,0,1880,10
rest_0747,Nandhini Eatery,Healthy_Bowls,Rajajinagar,4.29,526,224,35,18,9.02,0,1886,8
rest_0748,Fresh Hut,Chinese,Koramangala,4.17,390,279,23,11,6.19,0,1195,16
rest_0749,Momo Studio,Japanese,Jayanagar,3.93,200,194,23,15,11.27,0,763,19
rest_0750,Desi Lab,Street_Food,Hebbal,4.56,1481,453,45,32,4.47,0,2273,11
rest_0751,Bowl Corner,Chinese,Marathahalli,3.36,1119,435,44,22,9.38,0,3335,12
rest_0752,Royal Palace,Street_Food,Malleshwaram,3.21,685,331,31,18,0.65,0,1495,18
rest_0753,Pasta Bowl,Continental,Sarjapur,4.17,56,324,37,21,5.86,1,201,9
rest_0754,Momo Palace,Fast_Food,Old_Airport_Road,3.33,390,255,17,16,3.47,0,1040,8
rest_0755,Wok Garden,Healthy_Bowls,Jayanagar,4.14,365,474,44,21,2.33,1,638,16
rest_0756,Masala Studio,Healthy_Bowls,Koramangala,4.18,208,458,24,25,2.93,0,538,13
rest_0757,Flame Delight,Chinese,MG_Road,3.87,267,386,22,21,1.67,0,976,20
rest_0758,Golden Factory,Biryani,Indiranagar,4.44,3207,440,44,26,4.38,0,7184,8
rest_0759,Chai Dhaba,Street_Food,Old_Airport_Road,4.39,1122,428,21,12,0.94,0,3392,19
rest_0760,Third_Wave Lab,Healthy_Bowls,JP_Nagar,2.57,303,184,39,14,8.42,0,595,16
rest_0761,Curry Garden,South_Indian,Bommanahalli,4.13,993,435,40,20,5.97,0,2873,13
rest_0762,Bombay Point,Pizza,Jayanagar,3.34,642,271,25,22,4.55,0,1312,17
rest_0763,Truffles Diner,South_Indian,Domlur,3.94,400,220,31,16,3.09,0,1003,20
rest_0764,Brahmin Bites,Healthy_Bowls,Bellandur,4.34,869,315,37,20,8.05,0,2788,9
rest_0765,Vidyarthi Palace,Japanese,Koramangala,3.38,1319,401,22,23,4.24,0,2802,17
rest_0766,Truffles Plate,Healthy_Bowls,JP_Nagar,4.42,459,329,29,12,2.88,0,1217,11
rest_0767,Masala Hub,Italian,Bellandur,2.6,393,87,36,14,11.95,0,1436,9
rest_0768,Fresh Factory,Cafe,Old_Airport_Road,3.52,582,337,42,24,5.68,0,1248,12
rest_0769,Biryani Junction,Thai,Koramangala,4.14,1108,362,39,15,7.9,0,3288,16
rest_0770,Urban Express,Street_Food,KR_Puram,3.52,424,476,40,17,8.75,0,824,17
rest_0771,Royal Grill,Pizza,Whitefield,3.16,339,123,40,18,5.75,0,508,20
rest_0772,Chai Stop,Continental,Basavanagudi,3.77,423,395,30,25,2.56,0,1438,18
rest_0773,Biryani Point,Cafe,Bellandur,4.09,424,277,23,17,6.27,0,975,16
rest_0774,Urban Factory 773,Italian,Hebbal,4.19,583,423,29,10,9.35,0,2143,19
rest_0775,Brahmin Eatery,Japanese,Jayanagar,3.65,230,260,29,15,11.94,0,432,13
rest_0776,Flame Studio,South_Indian,Bellandur,4.34,3640,720,28,26,4.06,0,6054,18
rest_0777,Blue_Tokai Junction,Chinese,Old_Airport_Road,3.25,1271,521,43,19,5.27,0,2406,10
rest_0778,Wok Dhaba,Cafe,Whitefield,2.54,114,147,35,13,3.55,0,262,20
rest_0779,Flame Lab 778,Street_Food,Whitefield,3.48,273,283,25,10,9.78,0,742,16
rest_0780,Bombay Plate 779,Mexican,KR_Puram,2.73,237,111,23,20,7.82,0,663,16
rest_0781,Tandoor Bowl,Mexican,Rajajinagar,2.84,62,99,38,17,10.45,0,130,18
rest_0782,Veena Factory,Thai,Basavanagudi,4.36,3737,935,25,21,0.78,0,14443,9
rest_0783,Spice Point,Italian,KR_Puram,3.86,1365,424,44,15,8.5,0,2725,9
rest_0784,Oven Lab,Thai,Electronic_City,4.83,4357,967,42,25,10.0,1,9017,13
rest_0785,Spice Eatery 784,North_Indian,Banashankari,4.34,1580,401,41,15,4.92,1,2479,17
rest_0786,Urban Stop,Japanese,Hebbal,3.34,369,197,27,20,2.81,0,848,15
rest_0787,Empire Bites,Street_Food,Yelahanka,3.55,280,263,21,9,7.26,0,1050,16
rest_0788,Spice Express,Biryani,BTM_Layout,4.45,157,529,41,23,6.53,0,305,13
rest_0789,Oven Eatery,Japanese,Marathahalli,3.13,302,236,35,12,10.6,0,1009,12
rest_0790,Green Stop,Cafe,Basavanagudi,2.78,117,239,16,17,2.26,1,426,12
rest_0791,Paradise Eatery,Biryani,Malleshwaram,3.46,255,282,19,15,4.64,0,474,18
rest_0792,Masala House,Fast_Food,Malleshwaram,3.4,486,323,22,21,4.13,0,1827,15
rest_0793,Vidyarthi Hub,Continental,Banashankari,4.11,625,476,27,13,2.19,0,1632,20
rest_0794,Pasta Diner,Fast_Food,Yelahanka,3.92,52,158,40,15,10.75,1,132,10
rest_0795,Grill Palace 794,North_Indian,Old_Airport_Road,4.29,4536,554,31,30,2.64,0,10070,18
rest_0796,Grill Hub,Pizza,Yeshwanthpur,2.95,221,191,24,11,9.98,0,737,16
rest_0797,Oven Studio 796,Street_Food,Jayanagar,3.22,680,453,30,19,5.43,0,1227,10
rest_0798,Masala Bowl,Italian,Electronic_City,3.67,303,294,22,19,3.23,0,1075,15
rest_0799,Oven Hut,Pizza,Old_Airport_Road,2.52,143,125,24,8,7.91,1,365,13
rest_0800,Curry Hut 799,Desserts,Yeshwanthpur,2.53,401,144,15,18,5.27,0,669,11
rest_0801,Flame Hut,South_Indian,Yeshwanthpur,3.24,1285,587,41,22,1.8,0,3172,9
rest_0802,Flame Factory,Cafe,Jayanagar,4.57,448,1104,40,20,1.49,1,934,17
rest_0803,Royal Corner 802,Cafe,Banashankari,2.75,126,230,40,13,4.24,0,452,13
rest_0804,Spice Kitchen,North_Indian,Yelahanka,4.17,784,454,39,18,4.61,0,1965,19
rest_0805,Spice Studio,Street_Food,HSR_Layout,3.8,1477,426,45,11,1.85,0,4123,10
rest_0806,Fresh Stop,Chinese,KR_Puram,3.93,525,281,29,14,4.99,0,1275,16
rest_0807,Chai Corner 806,Healthy_Bowls,Yelahanka,3.5,713,563,38,16,4.02,0,2541,16
rest_0808,Meghana Garden 807,Chinese,Koramangala,3.61,500,269,32,16,0.7,0,950,17
rest_0809,Green Hut 808,Fast_Food,Indiranagar,2.63,478,115,34,19,3.38,0,1344,12
rest_0810,Vidyarthi Bites,Chinese,Basavanagudi,4.78,627,858,50,20,5.91,0,1603,10
rest_0811,Oven Junction 810,North_Indian,JP_Nagar,2.88,214,183,29,13,5.83,0,543,8
rest_0812,Third_Wave Express,Japanese,Banashankari,3.35,44,300,19,14,8.71,0,146,18
rest_0813,Shivaji Kitchen 812,Fast_Food,Malleshwaram,4.21,4229,1142,37,33,5.45,0,8829,11
rest_0814,Bombay Junction,South_Indian,Bellandur,4.65,2514,1016,47,25,8.76,0,6507,9
rest_0815,Green Garden 814,Healthy_Bowls,Bellandur,3.2,147,583,45,18,10.84,0,565,8
rest_0816,Masala Hut,Desserts,Sarjapur,4.46,3496,570,31,34,9.39,0,11779,9
rest_0817,Curry Diner,Fast_Food,Jayanagar,2.55,106,81,26,8,11.24,0,330,14
rest_0818,Desi Dhaba,South_Indian,Whitefield,3.65,172,275,20,17,9.7,0,357,12
rest_0819,Nandhini Junction 818,Italian,Marathahalli,3.36,343,126,18,19,1.73,1,691,10
rest_0820,Grill Lab,Continental,Yeshwanthpur,2.66,379,162,23,19,10.41,1,1057,12
rest_0821,Royal Republic 820,Healthy_Bowls,Jayanagar,3.83,61,100,33,11,3.69,0,156,13
rest_0822,Grill Junction 821,Italian,Indiranagar,3.99,201,297,37,12,6.68,0,431,13
rest_0823,Royal Kitchen,Desserts,Domlur,3.79,380,87,25,10,9.79,0,1126,9
rest_0824,Flame Garden,Pizza,Malleshwaram,3.32,1106,310,24,22,1.91,0,2800,20
rest_0825,Truffles Cafe 824,Continental,Domlur,3.45,97,467,35,22,9.61,0,354,16
rest_0826,Grill Junction,Desserts,Whitefield,4.64,3925,821,48,18,7.47,0,7836,17
rest_0827,Blue_Tokai Lab 826,Pizza,Silk_Board,4.33,374,1022,35,22,5.05,0,968,20
rest_0828,Truffles Grill 827,Pizza,Yeshwanthpur,2.87,179,204,24,8,10.7,0,523,20
rest_0829,Madras Stop,Cafe,Banashankari,3.75,155,262,26,14,1.85,0,287,19
rest_0830,Royal Lab,Street_Food,Sarjapur,4.75,1393,1013,50,31,4.37,0,5306,9
rest_0831,Pasta Factory 830,Italian,HSR_Layout,3.93,170,159,20,11,11.55,0,301,16
rest_0832,Brahmin Plate,Desserts,Rajajinagar,2.76,105,97,20,18,6.15,1,372,16
rest_0833,Madras Bites 832,Cafe,Bommanahalli,4.16,1098,421,22,12,5.7,0,3144,15
rest_0834,Masala Plate 833,Cafe,Rajajinagar,4.43,846,267,38,15,7.27,0,3105,11
rest_0835,Meghana Hut 834,Chinese,Electronic_City,3.34,477,258,28,14,4.23,1,1637,16
