post_id,engagement_score,connection_strength,hours_since_posted,content_type,creator_followers
post_02528,61.65,0.72,142,text,321862
post_02529,20.61,0.75,152,image,121665
post_02530,25.9,0.43,71,article,270917
post_02531,65.03,0.29,60,video,370079
post_02532,36.37,0.97,132,text,473058
post_02533,45.53,0.9,43,poll,329328
post_02534,60.04,0.71,164,text,16521
post_02535,33.59,0.4,27,article,482917
post_02536,32.67,0.92,5,video,261406
post_02537,57.46,0.25,61,video,300950
post_02538,48.04,0.31,37,video,116510
post_02539,79.25,0.42,157,image,48091
post_02540,41.11,0.5,148,video,339580
post_02541,73.17,0.83,9,video,367252
post_02542,77.9,0.11,143,text,149272
post_02543,50.38,0.26,143,text,371364
post_02544,41.88,0.93,157,image,279238
post_02545,72.89,0.39,37,poll,120615
post_02546,48.34,0.48,6,poll,389967
post_02547,84.52,0.15,57,video,105397
post_02548,69.22,0.11,104,video,250578
post_02549,47.37,0.5,27,poll,318503
post_02550,22.72,0.75,62,article,300225
post_02551,66.47,0.46,71,image,225525
post_02552,18.44,0.96,40,text,356436
post_02553,49.09,0.3,146,video,214995
post_02554,24.25,0.4,165,image,357760
post_02555,55.46,0.12,49,article,431407
post_02556,59.28,0.25,66,article,63226
post_02557,72.86,0.84,96,poll,459936
post_02558,36.25,0.83,29,image,242201
post_02559,46.76,0.47,142,poll,234498
post_02560,92.84,0.52,157,poll,64019
post_02561,62.46,0.85,56,text,84582
post_02562,65.79,0.16,50,text,447651
post_02563,58.05,0.8,125,article,230337
post_02564,47.07,0.86,147,poll,134069
post_02565,97.64,0.05,81,video,40564
post_02566,59.4,0.31,27,image,138217
post_02567,13.14,0.21,146,image,315838
post_02568,70.8,0.5,39,poll,337803
post_02569,43.98,0.58,44,image,85750
post_02570,61.51,0.16,125,article,441289
post_02571,74.92,0.32,164,poll,264941
post_02572,22.17,0.56,48,text,398822
post_02573,15.87,0.8,147,article,164882
post_02574,57.98,0.06,136,video,122743
post_02575,51.73,0.38,31,image,343971
post_02576,55.07,0.81,19,text,170406
post_02577,39.63,0.22,161,article,411201
post_02578,53.29,0.68,79,video,62404
post_02579,76.18,0.96,105,image,82467
post_02580,44.46,0.47,124,image,202204
post_02581,54.49,0.1,85,image,79026
post_02582,67.75,0.64,138,poll,470721
post_02583,10.36,0.09,88,article,367434
post_02584,67.24,0.69,64,video,312828
post_02585,78.13,0.65,85,video,348207
post_02586,51.08,0.68,67,image,423760
post_02587,41.54,0.96,54,article,268264
post_02588,82.24,1,90,video,294032
post_02589,51.41,0.21,16,poll,222877
post_02590,58.81,0.38,103,article,3477
post_02591,24.81,0.55,27,article,51164
post_02592,61.69,0.2,19,video,132590
post_02593,33.1,0.86,105,video,454810
post_02594,67.9,0.42,26,video,205288
post_02595,23.66,0.18,15,text,132667
post_02596,51.28,0.17,93,poll,405528
post_02597,48.47,0.38,35,image,406377
post_02598,71.24,0.13,141,article,269828
post_02599,41.1,0.85,118,video,413711
post_02600,36.9,0.83,121,image,2812
post_02601,56.01,0.47,9,article,125799
post_02602,36.73,0.75,75,text,426365
post_02603,80.28,0.83,60,image,365353
post_02604,70.3,0.57,166,poll,310800
post_02605,61.95,0.18,93,video,65580
post_02606,66.33,0.76,132,poll,305150
post_02607,80.75,0.51,139,image,490729
post_02608,40.09,0.41,62,article,432022
post_02609,50.45,0.55,59,text,120829
post_02610,42.18,0.92,45,image,66236
post_02611,66.06,0.55,53,poll,319435
post_02612,22.82,0.42,111,text,168218
post_02613,73.95,0.43,168,text,76961
post_02614,49.47,0.53,98,video,93541
post_02615,56.47,0.42,67,article,414505
post_02616,48.79,0.39,120,video,33764
post_02617,42.34,0.37,134,article,295836
post_02618,43.03,0.92,17,poll,149759
post_02619,70.26,0.08,114,text,163013
post_02620,78.07,0.48,17,video,13867
post_02621,53.37,0.49,2,text,270568
post_02622,26.5,0.6,68,text,268281
post_02623,55.04,0.05,141,text,298833
post_02624,72.12,0.44,40,text,242655
post_02625,48.7,0.82,74,article,170400
post_02626,66.46,0.26,67,article,433753
post_02627,72.98,0.27,80,video,127152
post_02628,85.22,0.38,14,poll,96755
post_02629,21.64,0.84,23,article,478012
post_02630,63.23,0.08,140,text,462676
post_02631,60.85,0.39,17,text,297641
post_02632,62.95,0.79,154,article,121381
post_02633,28.34,0.33,72,text,229222
post_02634,1.86,0.47,17,article,83627
post_02635,27.73,0.18,143,text,123085
post_02636,31.85,0.69,140,text,444303
post_02637,23.56,0.8,48,text,103554
post_02638,49.26,0.19,97,video,228683
post_02639,26.65,0.43,146,article,121678
post_02640,70.94,0.19,65,video,27256
post_02641,71.01,0.47,96,article,259581
post_02642,10.4,0.28,90,text,6560
post_02643,47.15,0.83,161,image,265640
post_02644,41.76,0.2,164,text,85700
post_02645,24.14,0.8,134,text,265399
post_02646,66.89,0.98,79,video,190813
post_02647,55.85,0.53,25,video,10613
post_02648,54.39,0.21,41,poll,383078
post_02649,21.01,0.41,30,article,42128
post_02650,1.57,0.61,161,article,225493
post_02651,86.79,0.16,2,poll,468899
post_02652,90.9,0.42,82,poll,344393
post_02653,21.39,0.25,42,text,188704
post_02654,71.8,0.77,159,video,421776
post_02655,29.88,0.1,163,video,384353
post_02656,42.98,0.12,111,video,412720
post_02657,75.47,0.98,95,text,374933
post_02658,68.32,0.7,109,poll,186278
post_02659,52.07,0.91,83,image,458979
post_02660,37.49,0.25,153,poll,310932
post_02661,34.35,0.45,123,text,431324
post_02662,32.62,0.7,48,image,81912
post_02663,55.05,0.63,85,article,466478
post_02664,52.69,0.83,11,video,458321
post_02665,44.92,0.3,64,text,135506
post_02666,33.9,0.1,38,poll,328306
post_02667,76.96,0.51,164,video,415862
post_02668,39.52,0.97,72,text,169485
post_02669,22.4,0.82,41,image,262364
post_02670,26.78,0.28,167,text,162559
post_02671,49.95,0.57,23,article,282136
post_02672,41.99,0.18,37,video,56431
post_02673,63.45,0.62,165,video,253670
post_02674,26.01,0.09,27,article,199542
post_02675,64.78,0.29,132,poll,461812
post_02676,58.77,0.98,94,poll,345198
post_02677,83.36,0.95,110,video,314884
post_02678,60.84,0.71,31,poll,164922
post_02679,52.99,0.29,65,text,444700
post_02680,57.37,0.41,32,image,89861
post_02681,59.09,0.37,92,article,393668
post_02682,29.16,0.14,124,text,398872
post_02683,19.52,0.78,133,image,262162
post_02684,85.98,0.35,164,poll,192035
post_02685,64.91,0.94,28,text,419552
post_02686,87.04,0.75,141,text,249494
post_02687,45.12,0.11,119,text,371719
post_02688,26.11,0.47,94,article,94524
post_02689,40.04,0.05,26,text,98112
post_02690,52.86,0.17,168,video,143724
post_02691,21.38,0.21,108,text,361288
post_02692,14.16,0.4,40,article,282909
post_02693,74.84,0.52,48,image,465679
post_02694,69.68,0.71,45,poll,424206
post_02695,48.31,0.37,92,article,193158
post_02696,49.78,0.25,65,article,401875
post_02697,26.82,0.99,95,article,26731
post_02698,59.54,0.69,77,image,491262
post_02699,65.31,0.7,128,video,962
post_02700,61.24,0.78,47,text,178485
post_02701,64.43,0.68,148,text,165598
post_02702,12.22,0.57,80,article,466253
post_02703,42.03,0.33,19,article,157573
post_02704,31.65,0.53,89,article,39042
post_02705,63.4,0.46,140,image,214506
post_02706,60.82,0.11,50,article,153318
post_02707,63.19,0.18,165,text,411666
post_02708,33.7,0.13,101,article,468512
post_02709,66.9,0.19,13,text,438737
post_02710,64.59,0.73,159,image,252819
post_02711,79.75,0.58,133,video,472397
post_02712,31.09,0.77,94,video,396796
post_02713,51.3,0.99,63,poll,50193
post_02714,67.27,0.23,128,article,266964
post_02715,28.81,0.89,41,article,330225
post_02716,31.86,0.32,55,image,111255
post_02717,66.32,0.44,118,video,401956
post_02718,84.47,0.7,69,poll,258910
post_02719,78.47,0.95,120,image,202448
post_02720,56.96,0.24,122,video,49316
post_02721,99.58,0.06,114,video,95663
post_02722,67.96,0.99,57,poll,340844
post_02723,62.02,0.75,15,article,380203
post_02724,54.87,0.09,100,article,252211
post_02725,45.95,0.71,18,article,87971
post_02726,53.51,0.19,66,video,80293
post_02727,60.68,0.13,145,article,360781
post_02728,76.25,0.14,20,video,250762
post_02729,75.72,0.98,75,image,326760
post_02730,31.49,0.57,20,image,364209
post_02731,24.09,0.35,115,article,45894
post_02732,52.66,0.8,100,poll,274123
post_02733,57.43,0.11,122,image,460901
post_02734,7.15,0.7,102,article,205512
post_02735,59.3,0.81,10,poll,63507
post_02736,86.69,0.94,141,video,306236
post_02737,21.5,0.81,108,text,250
post_02738,26.49,0.05,140,video,109813
post_02739,41.26,0.48,112,text,435432
post_02740,60.65,0.76,144,poll,427752
post_02741,61.76,0.98,113,text,57666
post_02742,19.17,0.39,165,image,312653
post_02743,46.25,0.84,69,video,157573
post_02744,75.94,0.81,163,poll,49035
post_02745,49.23,0.38,166,image,376970
post_02746,33.18,0.56,39,article,456236
post_02747,39.94,0.24,21,image,400446
post_02748,21.88,0.2,64,article,53496
post_02749,48.75,0.45,136,video,458197
post_02750,30.48,0.2,40,article,252903
post_02751,16.14,0.26,125,image,284342
post_02752,28.05,0.33,156,image,380397
post_02753,25.61,0.61,63,text,387192
post_02754,87.89,0.14,142,video,248529
post_02755,59.17,0.94,5,poll,406580
post_02756,42.99,0.13,129,video,303444
post_02757,71.28,0.07,119,text,161232
post_02758,45.71,0.11,28,text,55157
post_02759,27.97,0.53,62,article,490386
post_02760,56.26,0.1,144,image,216833
post_02761,82.66,0.4,59,video,421957
post_02762,58.98,0.93,24,poll,339746
post_02763,44.2,0.48,91,image,159788
post_02764,86.13,0.89,128,poll,429868
post_02765,53.93,0.71,12,article,152447
post_02766,42.44,0.95,75,article,170871
post_02767,46.5,0.67,85,video,299645
post_02768,31.88,0.57,20,image,82280
post_02769,35.54,0.84,48,article,340146
post_02770,39.99,0.35,7,text,29941
post_02771,84.01,0.89,153,video,196660
post_02772,79.56,0.7,149,poll,207064
post_02773,33.07,0.51,34,article,365240
post_02774,62.81,0.38,128,text,188414
post_02775,34.06,0.62,48,image,52379
post_02776,35.9,0.36,16,article,39328
post_02777,34.24,0.6,18,text,56573
post_02778,56.73,0.26,30,poll,33680
post_02779,76.28,0.61,54,text,77881
post_02780,46.42,0.37,61,article,254573
post_02781,84.81,0.55,156,poll,76676
post_02782,53.06,0.3,73,image,222988
post_02783,48.39,0.74,140,article,435022
post_02784,29.91,0.55,162,image,133450
post_02785,61.33,0.51,160,article,268859
post_02786,48.98,0.18,27,poll,417443
post_02787,48.96,0.07,40,image,55608
post_02788,53.89,0.92,123,text,487484
post_02789,28.74,0.52,63,video,384416
post_02790,87.54,0.49,157,video,438062
post_02791,80.36,0.57,167,poll,191338
post_02792,40.22,0.34,106,article,65259
post_02793,61.93,0.79,25,article,5670
post_02794,54.51,0.43,53,poll,114368
post_02795,27.74,0.96,116,image,295730
post_02796,39.31,0.93,25,poll,363020
post_02797,45.2,0.39,6,image,329058
post_02798,95.21,0.33,52,video,15041
post_02799,85.87,0.44,62,video,326458
post_02800,65.13,0.89,106,image,282582
post_02801,41.32,0.63,59,image,21631
post_02802,52.99,0.31,84,image,461990
post_02803,93.67,0.2,76,video,25124
post_02804,19.79,0.31,32,text,130685
post_02805,27.61,0.28,164,text,221849
post_02806,35.1,0.68,121,image,43789
post_02807,48.23,0.94,129,poll,469294
post_02808,25.22,0.69,31,article,64448
post_02809,59.02,0.59,39,poll,433154
post_02810,7.2,0.11,136,article,167115
post_02811,62.46,0.89,163,poll,315471
post_02812,52.47,0.7,38,text,148724
post_02813,53.9,0.35,97,video,282047
post_02814,15.95,0.43,40,article,468042
post_02815,62.54,0.88,30,poll,278515
post_02816,34.73,0.09,131,image,6695
post_02817,61.31,0.6,128,video,452452
post_02818,84.99,0.56,161,poll,120607
post_02819,71.44,1,131,poll,8940
post_02820,60.38,0.52,167,text,272506
post_02821,83.88,0.76,88,video,270872
post_02822,86.16,0.57,162,text,361157
post_02823,65.6,0.98,139,video,469508
post_02824,58.54,0.85,19,article,321178
post_02825,67.28,0.11,142,image,59582
post_02826,51.31,0.17,92,text,92647
post_02827,18.83,0.54,62,article,257661
post_02828,14.9,0.93,146,image,439694
post_02829,48.84,0.43,143,text,328549
post_02830,32.96,0.83,62,text,139098
post_02831,42.57,0.68,90,video,446368
post_02832,39.25,1,131,image,78092
post_02833,39.93,0.93,46,article,397624
post_02834,61.68,0.36,26,article,43810
post_02835,79.08,0.7,108,poll,1532
post_02836,80.57,0.24,124,video,5972
post_02837,52.31,1,0,text,23921
post_02838,42.06,0.34,52,article,376826
post_02839,74.12,0.21,0,video,23733
post_02840,44.54,0.16,113,image,43146
post_02841,57.39,0.37,157,text,271435
post_02842,53.1,0.61,31,article,85753
post_02843,72.78,0.69,80,image,33812
post_02844,72.23,0.33,91,text,250886
post_02845,15.39,0.72,58,image,74197
post_02846,52.96,0.77,146,video,233573
post_02847,69.18,0.92,107,poll,151358
post_02848,10.61,0.55,120,article,369761
post_02849,63.47,0.39,147,text,394550
post_02850,74.63,0.08,5,poll,244945
post_02851,53.58,0.28,137,article,302822
post_02852,52.67,0.9,132,text,496760
post_02853,42.91,0.26,120,article,475280
post_02854,41.96,0.31,32,image,314042
post_02855,79.81,0.11,164,poll,85131
post_02856,9.88,0.75,13,image,17402
post_02857,61.04,0.64,114,image,146117
post_02858,78.38,0.27,109,text,12555
post_02859,24.29,0.74,8,article,2922
post_02860,34.33,0.86,60,text,396258
post_02861,71.75,0.21,10,video,78666
post_02862,85.95,0.66,166,text,21360
post_02863,73.88,0.16,54,video,452539
post_02864,10.82,0.64,80,text,207129
post_02865,22.8,0.37,89,article,271245
post_02866,79,0.26,65,video,80432
post_02867,62.76,0.96,119,article,213692
post_02868,60.33,0.54,34,poll,399464
post_02869,8.97,0.56,164,image,24528
post_02870,23.1,0.6,165,image,246715
post_02871,57.59,0.16,102,poll,373507
post_02872,54.27,0.24,9,image,190778
post_02873,63.35,0.92,48,image,333763
post_02874,40.6,0.54,11,article,254235
post_02875,63.15,0.41,97,poll,68458
post_02876,64.64,0.27,9,poll,63959
post_02877,85.42,0.87,120,video,429669
post_02878,30.15,0.2,49,article,210096
post_02879,30.06,0.83,131,article,29226
post_02880,84.49,0.84,36,poll,440523
post_02881,21.22,0.1,129,image,127774
post_02882,28.02,0.88,56,image,379220
post_02883,38.89,0.67,155,video,320518
post_02884,47.94,0.94,36,image,369529
post_02885,51.85,0.68,34,article,108205
post_02886,39.54,0.9,128,article,431906
post_02887,10.37,0.12,71,article,273246
post_02888,39.17,0.34,13,video,433446
post_02889,63.2,0.56,109,image,461543
post_02890,96.52,0.92,43,video,185369
post_02891,44.45,0.42,21,video,119888
post_02892,48.71,0.22,38,video,249195
post_02893,60.95,0.49,124,text,44461
post_02894,54,0.16,107,article,297348
post_02895,77.56,0.62,163,video,288070
post_02896,45.08,0.22,21,video,304096
post_02897,47.54,0.13,21,article,143042
post_02898,38.09,0.57,77,image,188539
post_02899,10.01,0.97,61,text,238453
post_02900,41.13,0.05,95,video,420014
post_02901,37.94,0.71,142,image,94160
post_02902,17.38,0.08,73,article,265705
post_02903,36.43,0.48,38,video,420605
post_02904,30.21,0.77,24,image,120091
post_02905,37.62,0.67,160,text,182763
post_02906,64.58,0.21,81,article,246759
post_02907,46.8,0.82,60,text,335814
post_02908,48.17,0.67,51,image,337824
post_02909,62.29,0.31,116,video,113953
post_02910,49.6,0.66,145,video,194199
post_02911,56.79,0.68,110,image,422840
post_02912,34.5,0.88,151,image,263136
post_02913,77.97,0.96,47,poll,89347
post_02914,75,0.44,7,poll,395263
post_02915,46.26,0.9,49,image,190469
post_02916,41.02,0.9,34,poll,127530
post_02917,56.45,0.09,66,image,367702
post_02918,65.05,0.87,127,image,439438
post_02919,21.52,0.67,126,article,303347
post_02920,73.3,0.46,10,text,491590
post_02921,68.73,0.91,108,poll,412024
post_02922,71.56,0.64,70,video,27133
post_02923,30.55,0.18,92,article,120695
post_02924,43.09,0.93,165,poll,48728
post_02925,55.66,0.54,38,article,255589
post_02926,46.51,0.9,12,text,447740
post_02927,92.22,0.42,76,video,213964
post_02928,63.81,0.31,81,video,44470
post_02929,33.11,0.7,44,image,385947
post_02930,42.79,0.94,1,video,30470
post_02931,30.18,0.67,81,video,47766
post_02932,83.34,0.46,104,poll,138189
post_02933,48.66,0.09,78,poll,413661
post_02934,49.1,0.92,89,article,393112
post_02935,23.72,0.59,154,article,152196
post_02936,62.44,0.45,117,image,387850
post_02937,82.93,0.71,136,poll,280332
post_02938,47.05,0.24,93,video,134566
post_02939,66.18,0.3,136,poll,85516
post_02940,62.2,0.69,31,article,423401
post_02941,63.85,0.77,62,text,30710
post_02942,42.58,0.44,43,article,28061
post_02943,62.24,0.49,147,text,117177
post_02944,60.33,0.77,133,image,268655
post_02945,47.5,0.46,35,text,86137
post_02946,36.44,0.19,136,image,419110
post_02947,53.74,0.26,24,poll,248572
post_02948,22.29,0.4,19,image,242335
post_02949,16.6,0.42,61,image,262321
post_02950,80.68,0.61,75,poll,497158
post_02951,39.03,0.8,28,image,212529
post_02952,71.95,0.25,29,image,45335
post_02953,41.57,0.41,93,text,237811
post_02954,62.31,0.58,131,image,489859
post_02955,80.39,0.8,8,video,285211
post_02956,29.62,0.59,138,text,398288
post_02957,22.49,0.42,26,image,475552
post_02958,70.14,0.14,131,article,25848
post_02959,76.4,0.6,166,poll,337135
post_02960,44.59,0.96,130,text,156230
post_02961,57.91,0.06,66,image,213346
post_02962,55.26,0.32,87,text,216357
post_02963,42.34,0.79,109,image,372978
post_02964,71.25,0.52,125,poll,446895
post_02965,13.47,0.32,50,article,434293
post_02966,54.65,0.94,106,article,214069
post_02967,23.82,0.47,27,image,185539
post_02968,72.47,0.22,33,poll,306894
post_02969,23.34,0.88,138,text,146838
post_02970,56.71,0.2,18,article,356141
post_02971,73.95,0.52,110,poll,268952
post_02972,18.78,0.16,87,image,197983
post_02973,65.44,0.73,76,article,66910
post_02974,25.79,0.56,46,text,275208
post_02975,52.92,0.93,54,video,400040
post_02976,51.38,0.97,79,image,308005
post_02977,53.58,0.95,93,image,408233
post_02978,83.53,0.26,90,image,80446
post_02979,22.28,0.14,156,article,332520
post_02980,69.66,0.3,51,video,161581
post_02981,58.95,0.21,29,poll,43124
post_02982,40.54,0.19,56,text,374180
post_02983,40.88,0.48,63,article,173360
post_02984,22.82,0.2,93,article,64565
post_02985,54.29,0.55,154,video,370835
post_02986,47.64,0.29,96,article,217738
post_02987,71.54,0.5,14,image,134613
post_02988,72.73,0.73,21,text,170852
post_02989,31.05,0.36,112,video,419050
post_02990,5.3,0.5,24,article,410815
post_02991,77.99,0.45,123,video,94937
post_02992,41.63,0.79,20,article,363130
post_02993,41.28,0.48,58,image,40892
post_02994,79.46,0.7,105,video,230717
post_02995,66.47,0.58,48,video,92886
post_02996,11.18,0.25,109,image,387178
post_02997,79.29,0.07,22,poll,482102
post_02998,39.4,0.44,37,image,379426
post_02999,24.55,0.5,86,image,170426
post_03000,21.82,0.74,112,article,373395
post_03001,72.44,0.53,52,poll,278150
post_03002,36.61,1,62,image,100316
post_03003,58.73,0.79,28,poll,484656
post_03004,33.27,0.94,53,text,267820
post_03005,9.48,0.4,147,article,364675
post_03006,50.37,0.31,135,image,478975
post_03007,76.37,0.33,23,image,14970
post_03008,54.58,0.43,168,text,132326
post_03009,24.99,0.46,15,article,299056
post_03010,70.5,0.79,27,poll,308362
post_03011,70.1,0.29,133,video,375449
post_03012,48.33,0.2,126,video,305725
post_03013,91.19,0.76,33,video,426667
post_03014,23.47,0.12,46,text,122579
post_03015,71.79,0.81,82,video,13020
post_03016,42.3,0.68,32,article,210933
post_03017,40.52,0.54,96,image,257240
post_03018,53.97,0.55,95,article,24456
post_03019,44.09,0.64,22,poll,433776
post_03020,39.76,0.48,38,article,432822
post_03021,60.75,0.77,132,poll,191395
post_03022,55.65,0.63,84,text,402598
post_03023,9.95,0.13,76,text,390827
post_03024,29.26,0.1,39,article,294307
post_03025,59.77,0.75,87,image,241035
post_03026,54.75,0.27,129,poll,167163
post_03027,74.93,0.72,160,poll,227395
post_03028,28.75,0.5,162,video,337767
post_03029,39.24,0.95,110,text,452181
post_03030,59.11,0.57,103,text,351735
post_03031,34.72,0.75,75,text,74592
post_03032,98.48,0.16,116,video,180115
post_03033,54.51,0.67,74,article,152506
post_03034,56.26,0.49,129,text,65122
post_03035,10.65,0.6,65,article,83999
post_03036,70.18,0.87,139,text,330594
post_03037,58.58,0.59,149,poll,41286
post_03038,74.09,0.74,56,video,332311
post_03039,35,0.59,76,article,149931
post_03040,37.17,0.91,86,article,475027
post_03041,75.48,0.8,146,article,398951
post_03042,75.26,0.5,11,poll,172767
post_03043,50.66,0.99,55,poll,293317
post_03044,15.4,0.37,100,text,119343
post_03045,34.11,0.94,66,poll,143953
post_03046,76.52,0.55,87,video,220380
post_03047,21.56,0.68,147,article,384569
post_03048,66.59,0.68,159,video,348201
post_03049,42.62,0.19,2,video,346425
post_03050,70.25,0.67,43,poll,295411
post_03051,47.8,0.76,52,image,43352
post_03052,69.07,0.87,45,poll,222248
post_03053,52.65,0.32,87,image,265538
post_03054,73.24,0.51,17,poll,23639
post_03055,22.12,0.18,58,image,186224
post_03056,42.74,0.79,18,image,261893
post_03057,26.47,0.37,130,image,43689
post_03058,32.65,0.16,6,image,233968
post_03059,15.07,0.46,84,image,76361
post_03060,15.96,0.84,131,article,486808
post_03061,56.42,0.1,74,article,143830
post_03062,61.79,0.93,46,poll,381248
post_03063,40.82,0.36,162,text,193564
post_03064,57.78,0.6,57,article,338694
post_03065,74.46,0.25,131,image,124984
post_03066,35.65,0.6,34,poll,114187
post_03067,76.96,0.36,0,video,171367
post_03068,78.89,0.37,113,poll,342700
post_03069,31.81,0.38,125,image,316516
post_03070,56.09,0.85,114,image,224187
post_03071,53.43,0.82,39,video,259514
post_03072,21.77,0.23,147,text,172742
post_03073,33.29,0.57,73,video,92230
post_03074,57.27,0.61,46,poll,403542
post_03075,49.39,0.58,127,image,221705
post_03076,73.06,0.11,11,article,492328
post_03077,66.27,0.27,84,article,383868
post_03078,62.62,0.56,80,image,145053
post_03079,90.06,0.66,111,poll,444723
post_03080,38.41,0.67,19,poll,261097
post_03081,15.12,0.43,141,text,212368
post_03082,29.07,0.13,7,image,259577
post_03083,53.39,0.29,84,text,319894
post_03084,32.83,0.77,68,article,468530
post_03085,93.89,0.91,78,video,204983
post_03086,60.49,0.4,138,video,332757
post_03087,52.16,0.25,115,poll,57341
post_03088,49.51,0.55,42,poll,481186
post_03089,58.48,0.51,6,poll,409119
post_03090,38.71,0.32,78,text,169210
post_03091,31.34,0.1,117,image,142145
post_03092,98.63,0.32,106,video,312924
post_03093,9.14,0.75,25,article,124870
post_03094,39.31,0.8,98,article,257021
post_03095,71.62,0.21,4,poll,3085
post_03096,72.37,0.34,19,video,213871
post_03097,70.59,0.65,111,video,189692
post_03098,76.48,0.56,152,poll,65451
post_03099,32.44,0.23,112,text,187122
post_03100,61.57,0.71,30,poll,36226
post_03101,81.39,0.12,130,video,115817
post_03102,81.74,0.91,160,text,242817
post_03103,60.98,0.8,35,text,366768
post_03104,59.39,0.46,141,text,425910
post_03105,82.15,0.2,122,poll,216996
post_03106,7.93,0.11,93,image,294532
post_03107,49.25,0.67,19,video,328518
post_03108,19.15,0.58,95,text,340201
post_03109,72.38,0.83,128,poll,50498
post_03110,69.01,0.99,27,poll,478388
post_03111,68.55,0.45,2,text,315970
post_03112,39.25,0.87,100,video,106936
post_03113,29.27,0.39,132,video,343011
post_03114,44.76,0.2,129,article,435228
post_03115,89.9,0.49,106,video,486971
post_03116,15.08,0.31,6,text,433541
post_03117,46.18,0.39,134,text,132302
post_03118,82.77,0.55,166,text,193997
post_03119,11.27,0.36,33,image,313507
post_03120,82.83,0.17,11,video,14107
post_03121,43.13,0.19,95,text,195345
post_03122,72.16,0.08,141,poll,97010
post_03123,66.84,0.27,89,text,334070
post_03124,22.5,0.55,114,image,416757
post_03125,42.03,0.33,103,text,86075
post_03126,40.63,0.76,38,video,308114
post_03127,64.94,0.66,21,video,396992
post_03128,59.47,0.47,157,poll,232450
post_03129,43.24,0.47,108,article,279279
post_03130,80.01,0.35,16,image,365637
post_03131,60.92,0.21,110,image,464416
post_03132,81.39,0.18,145,poll,130482
post_03133,64.79,0.99,147,article,86601
post_03134,49.32,0.34,107,image,279184
post_03135,75.79,0.74,21,text,321348
post_03136,86.18,0.76,15,poll,313104
post_03137,42.44,0.12,24,text,264616
post_03138,73.7,0.93,119,poll,426108
post_03139,74.76,0.89,1,poll,492185
post_03140,22.55,0.71,129,text,178090
post_03141,37.58,0.37,80,text,457409
post_03142,42.79,0.83,160,article,6873
post_03143,61.65,0.94,96,poll,15342
post_03144,86.13,0.31,24,video,74712
post_03145,43.9,0.22,62,image,185128
post_03146,80.93,0.66,54,image,147150
post_03147,64.55,0.99,82,video,496482
post_03148,81.06,0.76,21,poll,280520
post_03149,56.93,0.86,75,image,262416
post_03150,61.02,0.71,51,image,351654
post_03151,49.12,0.79,16,image,286794
post_03152,46.18,0.31,19,article,393832
post_03153,42.87,0.1,39,article,374227
post_03154,31.47,0.79,37,article,354704
post_03155,26.2,0.79,122,image,40233
post_03156,13.86,0.51,82,text,256237
post_03157,33.28,0.07,111,image,276788
post_03158,26.35,0.45,157,text,434465
post_03159,59.22,0.79,61,text,95217
post_03160,67.05,0.78,31,text,390978
post_03161,79.81,0.64,24,video,167983
post_03162,87.81,0.43,120,video,63239
post_03163,36.14,0.46,114,article,487713
post_03164,23.44,0.56,57,image,199143
post_03165,69.6,0.32,43,poll,96484
post_03166,41.73,0.72,53,text,29828
post_03167,51.74,0.77,95,video,141256
post_03168,83.79,0.15,8,video,37738
post_03169,82.13,0.26,105,poll,13417
post_03170,48.65,0.27,85,image,221548
post_03171,60.06,0.65,9,poll,157210
post_03172,46.24,0.7,13,text,267730
post_03173,87.6,0.52,111,video,301739
post_03174,75.29,0.16,167,poll,305820
post_03175,44.33,0.31,107,video,423305
post_03176,58.4,0.98,57,article,72001
post_03177,23.07,0.14,36,text,190582
post_03178,85.22,0.12,125,poll,53989
post_03179,27.63,0.95,11,text,191450
post_03180,27.07,0.42,82,image,438682
post_03181,75.28,0.56,32,text,296944
post_03182,34.55,0.06,151,article,398011
post_03183,63.01,0.96,8,article,262717
post_03184,64.42,0.06,137,article,211647
post_03185,77.44,0.52,19,video,291037
post_03186,80.1,0.38,22,image,161982
post_03187,59.19,0.98,102,article,27193
post_03188,25.81,0.81,156,image,97203
post_03189,34.73,0.96,73,video,45301
post_03190,71.39,0.98,137,article,313278
post_03191,29.2,0.3,127,image,229583
post_03192,88.48,0.39,6,video,70773
post_03193,45.22,0.52,141,poll,339861
post_03194,83.82,0.9,7,image,18019
post_03195,52.08,0.67,136,poll,7055
post_03196,27.6,0.98,103,image,269437
post_03197,24.34,0.39,123,text,199233
post_03198,36.79,0.71,123,image,280612
post_03199,56.47,0.73,7,video,75351
post_03200,60.69,0.87,21,video,61944
post_03201,22.14,0.94,47,article,220964
post_03202,46.92,0.07,121,image,277932
post_03203,61.85,0.85,41,article,206044
post_03204,76.02,0.63,162,article,275569
post_03205,63.17,0.23,161,text,52354
post_03206,30.68,0.51,107,text,146565
post_03207,44.48,0.46,53,text,132313
post_03208,45.29,0.99,164,text,479524
post_03209,41.74,0.76,156,poll,162406
post_03210,81.74,0.31,31,image,355529
post_03211,54.98,0.81,126,video,91423
post_03212,6.77,0.33,110,article,366630
post_03213,68.61,0.63,100,text,187171
post_03214,81.45,0.43,18,poll,442124
post_03215,61.86,0.53,121,text,114935
post_03216,77.16,0.14,29,poll,259941
post_03217,75.06,0.95,98,video,468470
post_03218,30.96,0.34,129,image,420849
post_03219,66.64,0.36,85,image,476980
post_03220,28.63,0.67,144,video,464428
