user_id,avg_watch_hours,genre_diversity_score,subscription_type,days_active,completion_rate,device_primary
user_01031,0.8,0.1,basic,11,0.29,tablet
user_01032,6.99,0.39,standard,29,0.87,desktop
user_01033,8.48,0.49,premium,29,0.91,smart_tv
user_01034,5.48,0.36,standard,27,0.82,smart_tv
user_01035,2.79,0.46,standard,12,0.78,smart_tv
user_01036,7.26,0.3,standard,23,0.78,smart_tv
user_01037,4.73,0.55,standard,25,0.9,smart_tv
user_01038,5.15,0.58,standard,29,0.88,smart_tv
user_01039,8.09,0.52,standard,26,0.87,smart_tv
user_01040,3.01,0.57,premium,12,0.69,smart_tv
user_01041,1.26,0.23,basic,20,0.45,mobile
user_01042,2.81,0.65,premium,13,0.57,tablet
user_01043,2.92,0.23,ad_supported,17,0.59,mobile
user_01044,4.72,0.47,premium,25,0.73,smart_tv
user_01045,4.82,0.73,premium,30,0.73,desktop
user_01046,3.4,0.94,premium,29,0.62,smart_tv
user_01047,2.49,0.39,standard,22,0.42,mobile
user_01048,1.92,0.13,ad_supported,5,0.34,tablet
user_01049,4.63,0.56,standard,13,0.5,tablet
user_01050,9.2,0.59,premium,28,0.85,desktop
user_01051,4.04,0.41,standard,8,0.59,tablet
user_01052,9,0.6,premium,30,0.77,desktop
user_01053,3.33,0.78,premium,13,0.62,tablet
user_01054,1.91,0.28,standard,15,0.31,mobile
user_01055,3.35,0.4,standard,18,0.48,mobile
user_01056,3.49,0.98,premium,26,0.89,desktop
user_01057,3.6,0.66,premium,29,0.6,desktop
user_01058,6.85,0.68,premium,26,0.83,smart_tv
user_01059,3.34,0.5,ad_supported,19,0.46,mobile
user_01060,7.38,0.62,standard,29,0.72,smart_tv
user_01061,6.65,0.31,premium,26,0.9,desktop
user_01062,0.6,0.17,basic,10,0.29,mobile
user_01063,5.93,0.75,premium,29,0.7,smart_tv
user_01064,2.88,0.48,standard,22,0.3,mobile
user_01065,1.77,0.33,ad_supported,7,0.48,mobile
user_01066,4.27,0.63,premium,20,0.71,desktop
user_01067,1.65,0.22,ad_supported,22,0.38,mobile
user_01068,1.02,0.17,basic,13,0.21,mobile
user_01069,3.62,0.46,premium,10,0.63,smart_tv
user_01070,1.41,0.24,ad_supported,13,0.3,mobile
user_01071,4.62,0.54,premium,10,0.57,smart_tv
user_01072,4.41,0.5,premium,25,0.93,desktop
user_01073,3.22,0.25,standard,22,0.38,mobile
user_01074,5.72,0.81,premium,29,0.85,desktop
user_01075,2.16,0.46,premium,12,0.58,tablet
user_01076,9.56,0.31,standard,30,0.8,desktop
user_01077,4.42,0.64,standard,11,0.6,tablet
user_01078,6.04,0.99,premium,21,0.7,desktop
user_01079,6.26,0.52,standard,30,0.78,desktop
user_01080,5.37,0.5,premium,29,0.8,desktop
user_01081,8.23,0.49,premium,23,0.84,smart_tv
user_01082,4.68,0.74,premium,27,0.71,smart_tv
user_01083,1.95,0.38,basic,8,0.48,mobile
user_01084,3.89,0.42,premium,14,0.57,smart_tv
user_01085,6.59,0.94,premium,24,0.72,smart_tv
user_01086,9.07,0.67,standard,28,0.73,desktop
user_01087,3.11,0.37,standard,21,0.31,mobile
user_01088,2.99,0.71,premium,8,0.68,tablet
user_01089,1.57,0.39,basic,6,0.37,mobile
user_01090,3.15,0.89,premium,26,0.66,smart_tv
user_01091,6.01,0.59,premium,23,0.74,smart_tv
user_01092,4.09,0.41,premium,12,0.71,smart_tv
user_01093,5.88,0.72,premium,29,0.67,desktop
user_01094,3.74,0.56,premium,13,0.73,tablet
user_01095,4.02,0.63,premium,28,0.7,desktop
user_01096,6.43,0.84,premium,29,0.63,desktop
user_01097,4.53,0.46,standard,27,0.83,desktop
user_01098,4.92,0.87,premium,24,0.8,desktop
user_01099,6.57,0.74,premium,22,0.7,smart_tv
user_01100,3.39,0.72,premium,20,0.78,smart_tv
user_01101,3.55,0.71,premium,22,0.7,smart_tv
user_01102,7.88,0.62,standard,29,0.81,smart_tv
user_01103,3.78,0.67,premium,9,0.64,smart_tv
user_01104,0.57,0.35,basic,9,0.5,mobile
user_01105,1.39,0.11,ad_supported,6,0.23,mobile
user_01106,4.71,0.31,standard,30,0.85,smart_tv
user_01107,2.75,0.51,premium,10,0.77,tablet
user_01108,1.87,0.39,standard,16,0.51,mobile
user_01109,4.19,0.73,standard,8,0.75,tablet
user_01110,3.27,0.77,premium,20,0.64,smart_tv
user_01111,1.69,0.27,ad_supported,15,0.46,mobile
user_01112,1.09,0.33,ad_supported,15,0.35,tablet
user_01113,6.97,0.38,standard,25,0.71,desktop
user_01114,1.54,0.37,ad_supported,23,0.4,mobile
user_01115,1.48,0.38,ad_supported,20,0.45,mobile
user_01116,3.46,0.4,basic,23,0.4,mobile
user_01117,0.59,0.36,ad_supported,15,0.3,tablet
user_01118,4.73,0.67,premium,25,0.86,smart_tv
user_01119,5.57,0.67,premium,20,0.73,desktop
user_01120,5.24,0.76,premium,27,0.63,desktop
user_01121,4.03,0.74,premium,9,0.63,smart_tv
user_01122,2.43,0.72,premium,10,0.62,tablet
user_01123,3.26,0.78,premium,20,0.79,smart_tv
user_01124,1.05,0.36,basic,23,0.57,mobile
user_01125,5.59,0.5,premium,25,0.74,desktop
user_01126,3.31,0.47,basic,16,0.31,mobile
user_01127,4.46,0.72,standard,8,0.65,smart_tv
user_01128,5.06,0.92,premium,21,0.9,smart_tv
user_01129,6.3,0.79,premium,20,0.82,smart_tv
user_01130,6.59,0.74,premium,23,0.78,smart_tv
user_01131,0.64,0.15,ad_supported,15,0.2,mobile
user_01132,7.66,0.43,premium,26,0.94,desktop
user_01133,5.3,0.6,standard,26,0.87,desktop
user_01134,6.31,0.78,premium,28,0.6,smart_tv
user_01135,5.37,0.65,standard,29,0.75,smart_tv
user_01136,8.77,0.36,premium,23,0.81,desktop
user_01137,2.23,0.25,ad_supported,25,0.58,mobile
user_01138,1.07,0.27,basic,14,0.29,mobile
user_01139,4.5,0.94,premium,20,0.78,desktop
user_01140,7.41,0.56,standard,29,0.79,smart_tv
user_01141,4.99,0.65,standard,25,0.76,desktop
user_01142,4.93,0.61,premium,27,0.63,desktop
user_01143,1.87,0.38,ad_supported,22,0.42,mobile
user_01144,4.73,0.76,standard,12,0.56,smart_tv
user_01145,1.25,0.14,ad_supported,7,0.49,tablet
user_01146,4.45,0.5,premium,10,0.72,tablet
user_01147,4.61,0.6,standard,13,0.55,smart_tv
user_01148,2.48,0.31,ad_supported,20,0.51,mobile
user_01149,5.39,0.54,standard,28,0.82,desktop
user_01150,3.93,0.91,premium,23,0.82,smart_tv
user_01151,3.03,0.7,premium,20,0.83,smart_tv
user_01152,4.54,0.44,standard,8,0.61,tablet
user_01153,3.26,0.89,premium,20,0.87,desktop
user_01154,4.97,0.75,premium,14,0.6,tablet
user_01155,2.58,0.4,standard,19,0.32,mobile
user_01156,5.18,0.92,premium,20,0.68,desktop
user_01157,8.3,0.59,premium,25,0.78,smart_tv
user_01158,1.54,0.17,basic,12,0.39,tablet
user_01159,5.84,0.66,premium,30,0.74,smart_tv
user_01160,4.6,0.67,standard,8,0.61,tablet
user_01161,4.41,0.74,standard,12,0.58,smart_tv
user_01162,6.01,0.5,standard,29,0.89,desktop
user_01163,3.89,0.62,standard,10,0.61,smart_tv
user_01164,3.41,0.26,standard,21,0.39,mobile
user_01165,8.43,0.63,premium,29,0.7,desktop
user_01166,6.22,0.61,premium,26,0.78,desktop
user_01167,5.89,0.56,premium,30,0.74,smart_tv
user_01168,1.09,0.33,basic,24,0.56,mobile
user_01169,6.22,0.52,premium,26,0.93,smart_tv
user_01170,1.54,0.1,ad_supported,15,0.3,mobile
user_01171,0.57,0.19,ad_supported,15,0.41,tablet
user_01172,1.76,0.36,basic,6,0.48,tablet
user_01173,2.71,0.76,standard,13,0.65,tablet
user_01174,5.5,0.72,premium,21,0.7,desktop
user_01175,4.21,0.77,standard,10,0.77,tablet
user_01176,2.27,0.74,standard,14,0.69,tablet
user_01177,4.46,0.59,standard,29,0.74,smart_tv
user_01178,0.72,0.4,basic,7,0.24,tablet
user_01179,3.78,0.77,premium,14,0.51,smart_tv
user_01180,4.38,0.55,premium,9,0.72,tablet
user_01181,4.81,0.85,premium,27,0.89,desktop
user_01182,5.24,0.51,standard,26,0.88,smart_tv
user_01183,2.45,0.53,standard,9,0.59,tablet
user_01184,1.8,0.2,basic,14,0.32,mobile
user_01185,3.52,0.75,standard,8,0.8,smart_tv
user_01186,6.74,0.88,premium,24,0.72,desktop
user_01187,3.89,0.63,premium,27,0.61,desktop
user_01188,3.43,0.91,premium,28,0.63,desktop
user_01189,4.9,0.33,premium,26,0.8,desktop
user_01190,4.79,0.78,premium,13,0.74,smart_tv
user_01191,9.06,0.42,standard,29,0.9,desktop
user_01192,8.53,0.31,standard,29,0.85,desktop
user_01193,0.61,0.18,ad_supported,10,0.43,tablet
user_01194,1.75,0.23,ad_supported,7,0.43,tablet
user_01195,0.9,0.33,ad_supported,6,0.21,tablet
user_01196,3.81,0.66,premium,23,0.64,smart_tv
user_01197,1.46,0.37,basic,6,0.38,mobile
user_01198,8.33,0.69,standard,28,0.72,smart_tv
user_01199,0.59,0.39,basic,15,0.48,mobile
user_01200,3.56,0.85,premium,22,0.64,smart_tv
user_01201,1.54,0.47,basic,24,0.4,mobile
user_01202,2.36,0.76,standard,11,0.65,tablet
user_01203,3.95,0.73,premium,21,0.89,desktop
user_01204,1.55,0.22,ad_supported,15,0.29,tablet
user_01205,6.02,0.68,premium,21,0.64,desktop
user_01206,3.15,0.44,ad_supported,16,0.49,mobile
user_01207,4.85,0.35,premium,26,0.85,smart_tv
user_01208,2.87,0.34,standard,15,0.33,mobile
user_01209,2.27,0.29,ad_supported,17,0.5,mobile
user_01210,7.58,0.36,premium,27,0.73,smart_tv
user_01211,9.09,0.3,premium,22,0.8,desktop
user_01212,7.52,0.48,premium,24,0.78,desktop
user_01213,4.82,0.79,premium,12,0.74,tablet
user_01214,6.75,0.36,premium,30,0.82,smart_tv
user_01215,3.08,0.29,standard,15,0.34,mobile
user_01216,9.3,0.4,premium,24,0.81,desktop
user_01217,8.44,0.62,premium,24,0.74,smart_tv
user_01218,2.56,0.74,premium,10,0.76,tablet
user_01219,3.34,0.44,ad_supported,21,0.49,mobile
user_01220,6.55,0.69,premium,21,0.83,desktop
user_01221,3.17,0.63,premium,30,0.69,desktop
user_01222,1.4,0.35,ad_supported,18,0.58,mobile
user_01223,4.77,0.4,premium,23,0.94,smart_tv
user_01224,9.62,0.52,premium,28,0.7,smart_tv
user_01225,7.12,0.49,standard,22,0.95,desktop
user_01226,1.81,0.46,basic,25,0.54,mobile
user_01227,3.19,0.68,premium,30,0.82,smart_tv
user_01228,6.22,0.66,premium,30,0.71,desktop
user_01229,0.95,0.28,basic,10,0.44,mobile
user_01230,2.18,0.49,ad_supported,22,0.53,mobile
user_01231,3.2,0.25,basic,17,0.49,mobile
user_01232,5.87,0.63,premium,23,0.92,smart_tv
user_01233,0.84,0.12,basic,11,0.39,mobile
user_01234,1.49,0.18,basic,12,0.25,tablet
user_01235,4.81,0.72,premium,13,0.64,smart_tv
user_01236,2.93,0.33,basic,16,0.34,mobile
user_01237,3.45,0.66,premium,13,0.77,tablet
user_01238,3.4,0.91,premium,29,0.7,smart_tv
user_01239,7.49,0.53,premium,27,0.76,smart_tv
user_01240,4.61,0.79,premium,26,0.64,desktop
user_01241,1.29,0.44,ad_supported,22,0.46,mobile
user_01242,6.84,0.79,premium,29,0.87,desktop
user_01243,1.56,0.15,ad_supported,5,0.31,tablet
user_01244,1.74,0.2,ad_supported,14,0.27,tablet
user_01245,2.86,0.21,basic,16,0.33,mobile
user_01246,8.63,0.67,premium,30,0.79,desktop
user_01247,2.69,0.43,standard,21,0.56,mobile
user_01248,2.45,0.46,standard,15,0.58,mobile
user_01249,3.21,0.76,standard,14,0.64,smart_tv
user_01250,2.85,0.41,standard,21,0.51,mobile
user_01251,5.51,0.63,premium,28,0.85,desktop
user_01252,3.93,0.96,premium,28,0.73,smart_tv
user_01253,9.85,0.46,standard,26,0.9,desktop
user_01254,3.27,0.21,standard,23,0.39,mobile
user_01255,6.55,0.76,premium,27,0.8,desktop
user_01256,2.97,0.48,premium,10,0.6,tablet
user_01257,7.63,0.63,standard,26,0.8,desktop
user_01258,6.92,0.62,premium,25,0.66,desktop
user_01259,0.53,0.38,basic,5,0.42,mobile
user_01260,6.15,0.72,premium,25,0.72,smart_tv
user_01261,1.68,0.17,ad_supported,15,0.4,tablet
user_01262,3.52,0.84,premium,24,0.74,desktop
user_01263,2.19,0.57,standard,12,0.67,smart_tv
user_01264,9.57,0.46,premium,28,0.77,smart_tv
user_01265,1.89,0.15,basic,7,0.32,mobile
user_01266,3.83,0.7,premium,27,0.67,smart_tv
user_01267,4.79,0.6,standard,24,0.78,desktop
user_01268,6.44,0.45,premium,27,0.88,desktop
user_01269,1.28,0.46,ad_supported,22,0.38,mobile
user_01270,6.46,0.85,premium,28,0.62,smart_tv
user_01271,3.38,0.44,standard,8,0.65,smart_tv
user_01272,0.81,0.35,basic,14,0.44,mobile
user_01273,2.66,0.58,standard,8,0.55,tablet
user_01274,3.05,0.78,premium,14,0.74,smart_tv
user_01275,1.53,0.17,ad_supported,14,0.31,mobile
user_01276,4.88,0.45,premium,23,0.82,smart_tv
user_01277,4.81,0.86,premium,21,0.63,smart_tv
user_01278,3.99,0.47,premium,11,0.61,tablet
user_01279,1.72,0.2,ad_supported,23,0.44,mobile
user_01280,2.25,0.36,standard,18,0.44,mobile
user_01281,4.38,0.48,standard,27,0.93,desktop
user_01282,1.16,0.36,basic,8,0.38,tablet
user_01283,3.41,0.6,standard,14,0.66,smart_tv
user_01284,4.31,0.78,premium,8,0.51,smart_tv
user_01285,1.01,0.41,basic,24,0.33,mobile
user_01286,8.16,0.59,premium,24,0.88,smart_tv
user_01287,6.94,0.61,premium,20,0.8,smart_tv
user_01288,6.92,0.78,premium,23,0.68,smart_tv
user_01289,1.18,0.23,standard,22,0.48,mobile
user_01290,5.15,0.95,premium,21,0.8,smart_tv
user_01291,4.97,0.56,premium,9,0.75,tablet
user_01292,1.69,0.4,standard,16,0.48,mobile
user_01293,0.75,0.18,ad_supported,8,0.27,tablet
user_01294,6.99,0.3,standard,27,0.86,smart_tv
user_01295,3.04,0.4,standard,20,0.56,mobile
user_01296,1.23,0.24,ad_supported,12,0.42,mobile
user_01297,4.96,0.31,premium,23,0.78,desktop
user_01298,1.15,0.33,ad_supported,22,0.48,mobile
user_01299,3.23,0.96,premium,22,0.76,desktop
user_01300,6.87,0.83,premium,28,0.75,desktop
user_01301,9.93,0.66,premium,23,0.79,smart_tv
user_01302,3.13,0.27,ad_supported,19,0.35,mobile
user_01303,5.7,0.57,standard,29,0.81,desktop
user_01304,1.08,0.16,ad_supported,5,0.47,tablet
user_01305,6.24,0.63,premium,27,0.75,desktop
user_01306,1.54,0.3,basic,11,0.4,tablet
user_01307,1.48,0.16,basic,6,0.32,tablet
user_01308,7.25,0.35,standard,23,0.76,smart_tv
user_01309,8.83,0.69,premium,30,0.82,desktop
user_01310,4.24,0.88,premium,22,0.7,smart_tv
user_01311,4.8,0.87,premium,20,0.87,desktop
user_01312,2.41,0.3,ad_supported,25,0.36,mobile
user_01313,0.94,0.39,ad_supported,5,0.35,mobile
user_01314,3.89,0.73,premium,28,0.82,desktop
user_01315,2.97,0.46,standard,10,0.53,tablet
user_01316,0.52,0.26,ad_supported,7,0.4,tablet
user_01317,6.08,0.44,premium,25,0.77,smart_tv
user_01318,2.3,0.29,basic,21,0.56,mobile
user_01319,4.36,0.75,premium,8,0.67,smart_tv
user_01320,4.81,0.89,premium,22,0.87,smart_tv
user_01321,3.74,0.47,premium,10,0.74,smart_tv
user_01322,9.31,0.54,premium,29,0.93,desktop
user_01323,5.84,0.69,premium,22,0.69,desktop
user_01324,5.76,0.88,premium,20,0.65,smart_tv
user_01325,4.99,0.59,premium,26,0.84,desktop
user_01326,9.9,0.67,standard,27,0.95,desktop
user_01327,5.2,0.58,premium,26,0.76,desktop
user_01328,8.87,0.58,standard,25,0.82,desktop
user_01329,3.29,0.5,ad_supported,24,0.36,mobile
user_01330,6.19,0.4,premium,23,0.85,desktop
user_01331,8.27,0.66,premium,22,0.9,smart_tv
user_01332,4.56,0.75,premium,20,0.66,smart_tv
user_01333,3.45,0.62,premium,24,0.75,desktop
user_01334,7.78,0.36,premium,24,0.83,smart_tv
user_01335,5.07,1,premium,26,0.83,smart_tv
user_01336,1.33,0.2,basic,7,0.41,mobile
user_01337,2.49,0.37,ad_supported,18,0.44,mobile
user_01338,6.59,0.69,standard,26,0.93,smart_tv
user_01339,4.38,0.76,premium,29,0.77,desktop
user_01340,2.06,0.46,standard,17,0.48,mobile
user_01341,5.42,0.85,premium,20,0.89,desktop
user_01342,4.11,0.77,standard,13,0.74,tablet
user_01343,3.2,0.8,premium,20,0.8,smart_tv
user_01344,2.57,0.23,basic,17,0.57,mobile
user_01345,4.5,0.82,premium,27,0.78,smart_tv
user_01346,1.31,0.3,ad_supported,16,0.35,mobile
user_01347,2.93,0.35,ad_supported,16,0.5,mobile
user_01348,9.89,0.5,premium,22,0.9,smart_tv
user_01349,1.71,0.31,basic,13,0.4,tablet
user_01350,3.48,0.41,standard,16,0.37,mobile
user_01351,4.3,0.41,standard,8,0.6,tablet
user_01352,5.72,0.61,premium,22,0.71,desktop
user_01353,3.48,0.66,standard,10,0.76,smart_tv
user_01354,3.16,0.44,standard,20,0.3,mobile
user_01355,0.78,0.3,ad_supported,13,0.36,tablet
user_01356,8.86,0.55,premium,27,0.78,desktop
user_01357,3.26,0.77,premium,24,0.7,desktop
user_01358,5.63,0.68,standard,29,0.77,desktop
user_01359,6.12,0.95,premium,26,0.71,smart_tv
user_01360,2.25,0.44,ad_supported,22,0.49,mobile
user_01361,1.09,0.18,ad_supported,12,0.35,mobile
user_01362,0.86,0.19,basic,10,0.42,mobile
user_01363,2.36,0.55,standard,9,0.78,tablet
user_01364,1.29,0.34,ad_supported,25,0.5,mobile
user_01365,1.22,0.28,basic,8,0.32,tablet
user_01366,3.21,0.91,premium,29,0.7,desktop
user_01367,4.85,0.87,premium,28,0.73,smart_tv
user_01368,2.75,0.51,standard,9,0.75,smart_tv
user_01369,1.24,0.21,basic,13,0.29,mobile
user_01370,1.19,0.38,basic,14,0.4,tablet
user_01371,1.15,0.14,ad_supported,12,0.22,mobile
user_01372,1.45,0.38,basic,10,0.42,mobile
user_01373,6.2,0.89,premium,28,0.69,desktop
user_01374,1.65,0.34,basic,19,0.3,mobile
user_01375,2.38,0.74,premium,12,0.72,smart_tv
user_01376,5.94,0.46,premium,23,0.84,smart_tv
user_01377,4.09,0.31,standard,24,0.9,desktop
user_01378,4.37,0.39,premium,29,0.93,desktop
user_01379,6.25,0.88,premium,25,0.67,smart_tv
user_01380,0.63,0.19,ad_supported,10,0.48,tablet
user_01381,5.44,0.55,premium,29,0.93,smart_tv
user_01382,0.56,0.23,ad_supported,5,0.33,mobile
user_01383,1.21,0.26,basic,10,0.41,mobile
user_01384,1.37,0.24,basic,13,0.28,mobile
user_01385,5.68,0.48,premium,22,0.93,smart_tv
user_01386,2.38,0.67,standard,8,0.58,tablet
user_01387,0.55,0.11,basic,5,0.43,tablet
user_01388,2.93,0.4,standard,21,0.59,mobile
user_01389,1.99,0.49,ad_supported,15,0.33,mobile
user_01390,1.56,0.31,ad_supported,9,0.35,mobile
user_01391,5.2,0.69,premium,23,0.62,desktop
user_01392,4.97,0.81,premium,28,0.63,desktop
user_01393,4.15,0.43,standard,9,0.79,tablet
user_01394,7.26,0.65,standard,30,0.7,smart_tv
user_01395,9.8,0.67,standard,23,0.71,desktop
user_01396,8.67,0.63,standard,27,0.72,desktop
user_01397,5.16,0.94,premium,20,0.87,smart_tv
user_01398,4.59,0.93,premium,27,0.83,desktop
user_01399,5.2,0.41,premium,25,0.8,desktop
user_01400,2.72,0.49,premium,10,0.67,smart_tv
user_01401,8.48,0.56,premium,30,0.78,desktop
user_01402,7.72,0.5,standard,29,0.81,smart_tv
user_01403,7.55,0.68,standard,23,0.83,desktop
user_01404,2.41,0.49,premium,10,0.68,tablet
user_01405,3.28,0.68,premium,25,0.88,smart_tv
user_01406,1.81,0.31,ad_supported,20,0.35,mobile
user_01407,2.88,0.43,premium,8,0.71,tablet
user_01408,2.45,0.44,standard,13,0.71,tablet
user_01409,4.03,0.89,premium,26,0.68,smart_tv
user_01410,5.13,0.89,premium,25,0.68,smart_tv
user_01411,1.96,0.36,ad_supported,8,0.48,tablet
user_01412,1.97,0.39,basic,5,0.28,tablet
user_01413,4.89,0.59,premium,14,0.65,tablet
user_01414,4.81,0.85,premium,20,0.75,smart_tv
user_01415,5.01,0.56,standard,30,0.73,smart_tv
user_01416,1.99,0.18,basic,15,0.46,tablet
user_01417,2.76,0.49,premium,8,0.79,tablet
user_01418,1.68,0.36,basic,12,0.25,mobile
user_01419,2.17,0.23,ad_supported,22,0.46,mobile
user_01420,3.97,0.81,premium,26,0.74,desktop
user_01421,1.93,0.29,basic,7,0.46,tablet
user_01422,5.67,0.63,premium,28,0.75,desktop
user_01423,2.23,0.36,standard,24,0.43,mobile
user_01424,1.85,0.11,ad_supported,10,0.35,tablet
user_01425,1.04,0.34,basic,18,0.41,mobile
user_01426,1.67,0.38,ad_supported,10,0.33,tablet
user_01427,4.5,0.41,premium,30,0.71,smart_tv
user_01428,4.16,0.69,premium,24,0.88,desktop
user_01429,8.07,0.39,premium,30,0.76,smart_tv
user_01430,1.76,0.17,ad_supported,7,0.24,tablet
user_01431,9.59,0.48,standard,30,0.71,smart_tv
user_01432,0.95,0.35,ad_supported,5,0.36,tablet
user_01433,1.92,0.3,basic,14,0.24,tablet
user_01434,2.81,0.44,premium,11,0.68,tablet
user_01435,4.71,0.73,premium,8,0.62,tablet
user_01436,5.07,0.8,premium,24,0.74,smart_tv
user_01437,6.89,0.81,premium,23,0.87,desktop
user_01438,4.3,0.43,standard,26,0.78,smart_tv
user_01439,9.57,0.57,standard,23,0.74,smart_tv
user_01440,1.44,0.3,ad_supported,11,0.28,tablet
user_01441,2.08,0.48,standard,22,0.4,mobile
user_01442,9.73,0.48,premium,22,0.88,desktop
user_01443,6.26,0.95,premium,26,0.66,smart_tv
user_01444,4.47,0.64,standard,22,0.84,desktop
user_01445,4.54,0.97,premium,21,0.72,desktop
user_01446,2.49,0.29,basic,17,0.36,mobile
user_01447,4.69,0.43,premium,9,0.51,smart_tv
user_01448,4.13,0.67,standard,24,0.82,smart_tv
user_01449,2.57,0.26,basic,25,0.45,mobile
user_01450,1.07,0.33,basic,8,0.32,mobile
user_01451,1.97,0.4,standard,16,0.34,mobile
user_01452,5.04,0.84,premium,27,0.76,desktop
user_01453,5.17,0.81,premium,24,0.71,desktop
user_01454,1.98,0.35,basic,23,0.56,mobile
user_01455,6.35,0.66,premium,29,0.87,desktop
user_01456,4.41,0.45,standard,27,0.73,desktop
user_01457,2.96,0.43,standard,14,0.57,tablet
user_01458,3.17,0.89,premium,25,0.6,smart_tv
user_01459,1.77,0.18,ad_supported,6,0.43,tablet
user_01460,1.03,0.23,basic,7,0.41,mobile
user_01461,3.2,0.72,standard,13,0.62,smart_tv
user_01462,1.34,0.29,basic,11,0.41,tablet
user_01463,4.79,0.47,premium,8,0.56,smart_tv
user_01464,5.52,0.94,premium,30,0.71,desktop
user_01465,2.32,0.59,premium,12,0.62,tablet
user_01466,1.28,0.3,basic,11,0.25,mobile
user_01467,0.59,0.28,basic,6,0.34,tablet
user_01468,5.23,0.51,standard,29,0.73,smart_tv
user_01469,2.38,0.22,ad_supported,18,0.41,mobile
user_01470,3.42,0.32,standard,20,0.38,mobile
user_01471,2.73,0.27,standard,22,0.33,mobile
user_01472,0.74,0.3,basic,9,0.29,tablet
user_01473,2.68,0.27,standard,15,0.47,mobile
user_01474,3.02,0.57,standard,13,0.51,tablet
user_01475,3.07,0.28,basic,20,0.44,mobile
user_01476,1.92,0.42,basic,22,0.43,mobile
user_01477,2.51,0.51,standard,13,0.55,tablet
user_01478,5.48,0.52,premium,28,0.86,smart_tv
user_01479,4.63,0.84,premium,26,0.79,smart_tv
user_01480,1.56,0.32,basic,10,0.35,mobile
user_01481,6.12,0.89,premium,29,0.72,desktop
user_01482,2.12,0.5,ad_supported,25,0.44,mobile
user_01483,1.96,0.36,ad_supported,23,0.56,mobile
user_01484,8.73,0.51,standard,25,0.93,desktop
user_01485,5.77,0.42,premium,23,0.76,desktop
user_01486,3.97,0.4,premium,12,0.73,smart_tv
user_01487,4.27,0.95,premium,21,0.78,desktop
user_01488,3.98,0.53,premium,10,0.61,tablet
user_01489,4.78,0.43,premium,11,0.59,smart_tv
user_01490,3.34,0.73,premium,25,0.67,desktop
user_01491,1.52,0.18,basic,7,0.34,tablet
user_01492,2.4,0.26,standard,21,0.37,mobile
user_01493,1.39,0.33,ad_supported,6,0.41,mobile
user_01494,8.71,0.32,standard,25,0.74,desktop
user_01495,2.51,0.52,premium,12,0.71,tablet
user_01496,4.97,0.52,premium,23,0.94,smart_tv
user_01497,1.95,0.48,basic,21,0.5,mobile
user_01498,3.52,1,premium,20,0.8,desktop
user_01499,2.86,0.49,basic,25,0.3,mobile
user_01500,5.46,0.32,premium,27,0.72,smart_tv
user_01501,4.8,0.9,premium,28,0.82,smart_tv
user_01502,7.61,0.36,premium,24,0.74,smart_tv
user_01503,3.25,0.39,standard,25,0.41,mobile
user_01504,0.52,0.2,ad_supported,6,0.27,tablet
user_01505,1.68,0.2,basic,14,0.48,mobile
user_01506,1.87,0.44,ad_supported,18,0.43,mobile
user_01507,5.93,0.67,standard,23,0.88,desktop
user_01508,6.13,0.59,standard,22,0.81,desktop
user_01509,6.08,0.92,premium,22,0.68,smart_tv
user_01510,4.64,0.93,premium,21,0.77,desktop
user_01511,3.77,0.55,premium,12,0.78,smart_tv
user_01512,1.92,0.22,ad_supported,13,0.31,mobile
user_01513,2.23,0.32,basic,15,0.44,mobile
user_01514,3.05,0.41,premium,10,0.52,smart_tv
user_01515,5.92,0.95,premium,21,0.67,smart_tv
user_01516,6.74,0.61,premium,24,0.85,desktop
user_01517,1.08,0.26,ad_supported,13,0.48,tablet
user_01518,1.36,0.21,ad_supported,14,0.44,mobile
user_01519,5.53,0.8,premium,24,0.89,smart_tv
user_01520,1.09,0.48,basic,24,0.45,mobile
user_01521,1.3,0.21,basic,6,0.38,mobile
user_01522,4.35,0.86,premium,20,0.88,smart_tv
user_01523,2.73,0.46,basic,23,0.44,mobile
user_01524,3.66,0.83,premium,24,0.61,smart_tv
user_01525,3.52,0.5,premium,12,0.7,tablet
user_01526,2.39,0.75,standard,11,0.58,tablet
user_01527,1.18,0.39,standard,18,0.51,mobile
user_01528,1.28,0.2,basic,8,0.33,mobile
user_01529,3.56,0.57,premium,14,0.7,smart_tv
user_01530,3.29,0.65,premium,26,0.85,smart_tv
user_01531,3.85,0.85,premium,20,0.83,desktop
user_01532,3.74,0.5,premium,11,0.64,smart_tv
user_01533,2.59,0.55,standard,14,0.66,smart_tv
user_01534,9.04,0.45,standard,27,0.76,desktop
user_01535,4.73,0.7,premium,29,0.78,desktop
user_01536,6.32,0.54,standard,29,0.82,smart_tv
user_01537,1.12,0.22,ad_supported,15,0.44,tablet
user_01538,4.71,0.79,standard,11,0.68,tablet
user_01539,1.71,0.34,basic,5,0.22,mobile
user_01540,8.22,0.56,standard,30,0.94,smart_tv
user_01541,3.38,0.72,premium,10,0.59,tablet
user_01542,3.19,0.8,premium,8,0.78,smart_tv
user_01543,6.11,0.64,premium,24,0.87,desktop
user_01544,1.19,0.18,ad_supported,15,0.45,tablet
user_01545,3.46,0.53,premium,11,0.68,smart_tv
user_01546,0.91,0.23,ad_supported,14,0.4,mobile
