fan_id,match_attendance,merchandise_spend,social_engagement_score,streaming_hours,fantasy_spend,loyalty_index
fan_00952,10,24948.01,0.89,40.91,1433.28,0.9
fan_00953,0,751.54,0.08,26.47,463.4,0.19
fan_00954,0,1081.09,0.78,95.37,8611.94,0.56
fan_00955,0,1509.6,0.78,105.67,6135.36,0.45
fan_00956,3,8163.32,0.45,39.94,1420.8,0.71
fan_00957,14,22829.11,0.73,50.07,3894.45,0.88
fan_00958,1,2721.34,0.66,52.69,42809.86,0.54
fan_00959,2,21424.2,0.57,26.13,302.93,0.87
fan_00960,2,789.08,0.12,10.95,158.21,0.19
fan_00961,1,733.71,0.85,86.42,10888.47,0.5
fan_00962,0,828.07,0.26,6.17,335.68,0.13
fan_00963,1,407.64,0.06,13.04,271.99,0.31
fan_00964,4,36236.19,0.42,44.53,1113.99,0.77
fan_00965,6,9305.61,0.78,59.34,3792.48,0.93
fan_00966,0,654.78,0.3,5.2,341.23,0.37
fan_00967,1,901.6,0.82,106,12492.8,0.36
fan_00968,0,2580.28,0.6,38.09,17329.18,0.27
fan_00969,10,18971.61,0.78,36.94,2883.92,0.84
fan_00970,4,17912.07,0.5,43.09,1642.91,0.82
fan_00971,1,1487.52,0.42,66.2,17391.35,0.39
fan_00972,1,1991.3,0.98,57.85,10889.23,0.67
fan_00973,14,22237.56,0.56,57.7,2743.98,0.99
fan_00974,3,1885.05,0.48,30.24,7084.3,0.49
fan_00975,0,1075.86,0.84,87.37,7834.63,0.33
fan_00976,0,1266.21,0.7,111.26,1052.85,0.51
fan_00977,0,2000.87,0.7,36.86,26273.95,0.44
fan_00978,2,39540.83,0.59,32.75,217.44,0.74
fan_00979,2,517.03,0.16,10.8,167,0.18
fan_00980,3,38692.12,0.54,35.91,986.35,0.87
fan_00981,6,7813.6,0.74,33.31,1699.76,0.82
fan_00982,14,21870.23,0.81,36.27,1651.51,0.89
fan_00983,3,1128.41,0.7,52.16,34106.4,0.44
fan_00984,1,141.17,0.73,64.76,2277.99,0.42
fan_00985,3,1666.59,0.71,58.6,25150.56,0.57
fan_00986,1,2736.25,0.78,74.31,38890.7,0.25
fan_00987,0,358.29,0.28,25.89,341.82,0.25
fan_00988,1,884.04,0.26,28.64,365.1,0.37
fan_00989,11,17243.74,0.9,49.86,915.97,0.88
fan_00990,1,1072.45,0.61,105.53,1131.75,0.51
fan_00991,0,82,0.63,51.44,13131.54,0.52
fan_00992,0,301.49,0.29,27.79,366.15,0.11
fan_00993,8,5992.76,0.58,53.08,3106.11,0.92
fan_00994,0,51.93,0.06,26.81,276.7,0.39
fan_00995,1,1202.4,0.57,50.51,45531.53,0.49
fan_00996,3,14702.02,0.63,41.72,249.48,0.8
fan_00997,1,848.59,0.6,46.02,6801.13,0.6
fan_00998,8,19384.39,0.57,49.04,960.16,0.83
fan_00999,0,1089.9,0.98,59.94,11275.38,0.31
fan_01000,5,29444.85,0.38,41.41,1777.56,0.8
fan_01001,0,107,0.88,108.1,14178.99,0.46
fan_01002,0,362.57,0.24,14.98,347.18,0.17
fan_01003,8,15368.95,0.83,39.86,3251.88,0.99
fan_01004,11,19036.26,0.71,45.42,512.93,0.94
fan_01005,2,520.22,0.12,27.99,207.47,0.24
fan_01006,1,1457.2,0.43,68.87,10186.84,0.44
fan_01007,0,756.92,0.81,96.46,5933.5,0.42
fan_01008,6,18623.22,0.53,22.09,294.84,0.75
fan_01009,6,23484.7,0.45,45.45,1211.79,0.79
fan_01010,6,13545.69,0.62,35.95,1585.17,0.94
fan_01011,13,9946.1,0.69,35.07,1177.43,0.98
fan_01012,1,1104.88,0.71,79.59,13844.32,0.5
fan_01013,1,731.47,0.11,26.49,405.49,0.13
fan_01014,2,153.24,0.09,13.34,355.9,0.12
fan_01015,1,937.89,0.67,52.26,22140.41,0.4
fan_01016,1,680.3,0.72,105.35,5960.55,0.57
fan_01017,3,581.48,0.76,55.32,10970.72,0.23
fan_01018,0,1528.88,0.99,113.31,1783.08,0.69
fan_01019,1,1434.73,0.88,55.28,10117.95,0.54
fan_01020,1,2231.48,0.68,56.51,45957.28,0.28
fan_01021,11,16135.4,0.62,58.85,2711.8,0.85
fan_01022,10,8322.31,0.63,33.39,2075.39,0.85
fan_01023,2,51.08,0.21,18.61,236.49,0.27
fan_01024,4,26670.88,0.5,27.65,830.67,0.73
fan_01025,0,1666.97,0.65,87.2,13530.89,0.62
fan_01026,0,1177.04,0.73,42.38,8438.14,0.62
fan_01027,3,1336.31,0.64,64.94,24536.83,0.4
fan_01028,1,264.14,0.2,12.72,34.19,0.2
fan_01029,12,20037.24,0.89,33.21,1751.15,0.82
fan_01030,4,37248.82,0.61,24.77,144.99,0.84
fan_01031,2,2024.31,0.84,41.48,23538.46,0.58
fan_01032,11,10443.05,0.82,46.19,861.33,0.82
fan_01033,1,1533.87,0.61,70.44,7347.87,0.36
fan_01034,0,199.63,0.95,72.82,1930.43,0.52
fan_01035,2,2449.11,0.41,32.85,27035.04,0.55
fan_01036,13,15088.6,0.88,54.36,1826.91,0.87
fan_01037,0,1302.38,0.68,79.69,2071,0.57
fan_01038,3,33927.25,0.6,30.28,508.8,0.9
fan_01039,1,1140.88,0.82,66.17,30015.63,0.47
fan_01040,0,219.55,0.69,57.55,12714.12,0.47
fan_01041,1,1622.27,0.86,60.78,2356.33,0.3
fan_01042,1,1242.88,0.95,52.33,12651.24,0.46
fan_01043,1,563.02,0.48,48.81,16646.33,0.29
fan_01044,2,878.59,0.11,7.32,285.22,0.16
fan_01045,6,31072.79,0.34,49.51,204.34,0.84
fan_01046,5,11403.43,0.31,18.69,1808.03,0.93
fan_01047,3,1798.24,0.58,63.49,12566.06,0.27
fan_01048,14,17938.19,0.89,23.02,2026.89,0.87
fan_01049,3,23055.97,0.49,42.6,1644.71,0.86
fan_01050,0,1083.9,0.97,91.08,10083.29,0.32
fan_01051,1,1565.97,0.91,98.5,4540.46,0.65
fan_01052,0,117.89,0.68,75.12,1792.88,0.55
fan_01053,4,25677.52,0.51,18.33,1337.88,0.87
fan_01054,1,578.76,0.87,84.8,4587.12,0.51
fan_01055,2,114.48,0.11,10.45,355.06,0.21
fan_01056,0,1646.03,0.83,45.79,6241.34,0.39
fan_01057,0,421.3,0.73,88.74,11745.21,0.63
fan_01058,0,1254.53,0.7,116.6,8911.98,0.4
fan_01059,0,1851.88,0.98,115.45,2543.5,0.47
fan_01060,4,30336.51,0.6,42.8,1756.89,0.96
fan_01061,2,971.62,0.12,26.68,245.28,0.38
fan_01062,7,17504.83,0.58,41.91,2063.67,0.82
fan_01063,5,28260.85,0.67,24.49,1088.4,0.82
fan_01064,2,649.78,0.24,15.82,40,0.29
fan_01065,6,9606.52,0.38,25.25,1547.22,0.89
fan_01066,12,16370.1,0.73,53.86,1520.4,0.91
fan_01067,3,870.39,0.72,69.51,14719.13,0.6
fan_01068,1,331.01,0.88,52.66,3971.1,0.56
fan_01069,6,39636.29,0.57,47.96,1728.25,0.98
fan_01070,12,16854.51,0.58,21.22,4539.41,0.83
fan_01071,0,612.32,0.15,23.28,401.51,0.28
fan_01072,0,464.14,0.09,18.75,148.06,0.38
fan_01073,0,788,0.25,22.36,446.6,0.11
fan_01074,2,833.01,0.26,20.41,238.58,0.38
fan_01075,8,17895.67,0.8,46.23,2486.01,0.98
fan_01076,2,697.83,0.12,24.22,125.96,0.3
fan_01077,0,1289.65,0.67,40.66,20743.2,0.54
fan_01078,2,15529,0.38,27.66,132.68,0.92
fan_01079,3,28418.45,0.65,30.81,1939.4,0.78
fan_01080,1,1479.12,0.91,110.64,14479.66,0.6
fan_01081,2,919.56,0.46,34.22,40832.28,0.42
fan_01082,2,718.97,0.12,6.68,234.11,0.16
fan_01083,0,785.76,0.09,21.3,489,0.34
fan_01084,2,10.89,0.15,22.8,74.86,0.16
fan_01085,5,35518.88,0.5,31.25,32.35,0.86
fan_01086,1,618.6,0.85,58.83,44074.03,0.33
fan_01087,5,10158.42,0.69,19.73,414.9,0.88
fan_01088,8,10647.29,0.71,25.51,2840.09,0.84
fan_01089,2,924.66,0.69,44.39,49946.8,0.43
fan_01090,3,2597.67,0.64,58.53,46616.98,0.29
fan_01091,1,708.68,0.19,28.11,60.04,0.26
fan_01092,11,11651.09,0.67,22.44,3496.93,0.9
fan_01093,1,897.17,0.25,27.23,312.17,0.37
fan_01094,0,2913.45,0.8,35.62,13639.83,0.56
fan_01095,5,15533.88,0.59,17.55,1518.2,0.83
fan_01096,3,1047.48,0.77,79.04,15651.67,0.58
fan_01097,0,1313.3,0.97,77.04,1534.48,0.54
fan_01098,2,392.85,0.11,17.49,110.86,0.34
fan_01099,1,369.95,0.09,19.4,209.54,0.19
fan_01100,1,518.85,0.24,9.02,155.45,0.36
fan_01101,2,28.93,0.13,6.44,420.56,0.27
fan_01102,11,15263.16,0.57,25.84,4486.23,0.8
fan_01103,5,17188.72,0.67,17.77,885.87,0.78
fan_01104,1,820.61,0.42,41.35,5442.99,0.58
fan_01105,0,8.36,0.97,101.68,12287.46,0.53
fan_01106,3,1031.57,0.44,50.98,42295.9,0.42
fan_01107,13,7074.39,0.75,35.03,3911.46,0.94
fan_01108,2,181.44,0.25,6.17,124.33,0.32
fan_01109,14,23881.77,0.85,41.63,1769.13,0.81
fan_01110,2,63.39,0.27,15.23,26.2,0.21
fan_01111,3,534.9,0.65,38.74,19402.38,0.25
fan_01112,1,2046.22,0.46,53,30538.25,0.47
fan_01113,0,132.57,0.99,59.49,12273.42,0.5
fan_01114,1,816.41,0.71,40.27,14968.07,0.56
fan_01115,13,11005.84,0.59,23.2,1076.86,0.93
fan_01116,2,2131.39,0.68,42.17,7583.03,0.28
fan_01117,0,254.34,0.08,10.04,215.64,0.23
fan_01118,1,1822.57,0.94,54.59,2799.34,0.57
fan_01119,14,11060.8,0.68,34.76,3833.13,0.99
fan_01120,0,748.29,0.22,19.08,300.5,0.2
fan_01121,12,12617.76,0.53,45.8,4550.7,0.81
fan_01122,1,555.61,0.1,6.94,27.73,0.13
fan_01123,0,493.21,0.2,21.98,166.03,0.2
fan_01124,9,6818.49,0.69,33.52,1542.58,0.93
fan_01125,1,1161.53,0.75,48.64,8591.74,0.51
fan_01126,5,30693.16,0.65,25.66,1407.73,0.87
fan_01127,1,166.64,0.05,29.75,97.96,0.27
fan_01128,1,526.37,0.65,69.87,36299.43,0.45
fan_01129,1,26.46,0.1,14.27,181.76,0.27
fan_01130,0,1938.88,0.62,40.84,27284.49,0.52
fan_01131,2,20571.95,0.69,20.44,840.99,0.96
fan_01132,3,999.26,0.62,46.94,18016.55,0.58
fan_01133,7,16860.21,0.74,39.61,2256.71,0.85
fan_01134,1,907.17,0.82,67.78,2887.23,0.33
fan_01135,0,936.86,0.07,6.53,302.17,0.34
fan_01136,9,11886.2,0.66,59.09,2682.44,0.98
fan_01137,1,685.32,0.1,23.47,217.23,0.28
fan_01138,3,31644.75,0.61,43.13,1138.6,0.9
fan_01139,4,27281.76,0.53,47.16,621.23,0.93
fan_01140,1,954.17,0.14,19.31,161.69,0.23
fan_01141,1,53.28,0.81,50.36,6069.74,0.31
fan_01142,8,20920.75,0.53,48.69,3169.68,0.96
fan_01143,3,1614.4,0.44,58.39,39371.77,0.55
fan_01144,7,5411.24,0.51,35.32,1531.64,0.98
fan_01145,0,1340.92,0.65,32.11,16471.66,0.52
fan_01146,0,641.22,0.27,26.46,204.16,0.24
fan_01147,1,110.44,0.09,7.35,473.31,0.23
fan_01148,3,28877.85,0.43,19.51,1647.83,0.82
fan_01149,8,16427.11,0.61,48.86,1789.42,0.89
fan_01150,10,13009.42,0.77,50.35,884.41,0.92
fan_01151,2,15.75,0.16,13.86,195.7,0.24
fan_01152,2,541.6,0.2,26.5,175.55,0.35
fan_01153,0,1137.83,0.74,97.9,2834.4,0.57
fan_01154,7,19351.92,0.85,26.91,3344.13,0.93
fan_01155,10,9074.51,0.79,32.4,3310.22,1
fan_01156,1,1442.66,0.96,100.29,1701.55,0.33
fan_01157,10,7944.58,0.7,23.32,2002.79,0.89
fan_01158,13,16817.17,0.75,49.57,2025.44,0.95
fan_01159,1,1083.29,0.48,66.51,24490.78,0.33
fan_01160,7,13396.03,0.67,59.65,4840.92,0.81
fan_01161,5,13123.54,0.44,26.7,354.4,0.81
fan_01162,0,457.06,0.85,60.92,2086.85,0.44
fan_01163,6,38494.58,0.41,48.02,1728.56,1
fan_01164,6,28719.54,0.63,20.4,1524.64,0.94
fan_01165,2,2060.63,0.44,34.04,9095.22,0.26
fan_01166,1,991.87,0.26,5.76,256.25,0.13
fan_01167,1,2201.68,0.6,30.92,32959.47,0.52
fan_01168,6,34430.67,0.46,34.73,579.28,0.89
fan_01169,0,2359.59,0.42,50.82,12680.68,0.47
fan_01170,6,11285.18,0.67,32.52,1651.93,0.95
fan_01171,11,20775.86,0.84,51.88,3233.54,0.82
fan_01172,1,892.82,0.19,9.93,343.73,0.27
fan_01173,1,814.01,0.08,20.84,482.43,0.12
fan_01174,4,22791.83,0.6,34.5,1731.92,0.92
fan_01175,0,838.76,0.44,57.51,48302.54,0.21
fan_01176,3,32845.05,0.4,22.68,1859.35,0.85
fan_01177,7,22758.78,0.63,44.95,2765.43,0.91
fan_01178,1,1827.86,0.74,43.61,5682.8,0.49
fan_01179,9,18621.18,0.8,44.89,2826.48,0.92
fan_01180,2,350.77,0.14,17.3,158.76,0.31
fan_01181,2,226.7,0.07,6.33,196.1,0.21
fan_01182,1,389.86,0.63,67.98,4178.81,0.49
fan_01183,0,1335.45,0.49,43.83,16443.07,0.55
fan_01184,12,6220.82,0.78,32.28,3532.57,0.83
fan_01185,1,539.75,0.15,23.98,291.66,0.28
fan_01186,2,16955.37,0.4,48.63,103.64,0.8
fan_01187,3,2216.63,0.75,76.66,8161.42,0.39
fan_01188,9,7255.49,0.55,55.72,2908.79,0.96
fan_01189,11,22646.43,0.73,27.27,583.08,0.96
fan_01190,0,829.3,0.78,45.72,3538.95,0.52
fan_01191,12,14379.66,0.61,20.55,1631.92,0.97
fan_01192,1,2941.48,0.69,31.2,18957.46,0.42
fan_01193,10,15829.38,0.58,32.61,1534.37,0.83
fan_01194,1,271.74,0.66,101.52,6460.59,0.36
fan_01195,3,2788.89,0.68,39.21,29940.24,0.41
fan_01196,6,16281.4,0.68,24.97,4543.75,0.89
fan_01197,2,2500.55,0.77,63.99,7902.57,0.48
fan_01198,1,1163.97,0.93,87.49,7416.66,0.47
fan_01199,5,33616.57,0.65,40.49,1683.94,0.92
fan_01200,6,13209.79,0.44,32.02,544.71,0.88
fan_01201,11,12214.84,0.63,45.51,3998.57,0.99
fan_01202,0,976.11,0.95,89.54,7198.08,0.45
fan_01203,14,11501.46,0.87,29.5,538.69,0.88
fan_01204,0,570.46,0.53,49.13,17891.72,0.26
fan_01205,1,454.98,0.8,72.48,2843.16,0.39
fan_01206,0,1658.27,0.69,50.06,9930.12,0.55
fan_01207,0,492.02,0.68,41.89,3377.29,0.49
fan_01208,9,10676.27,0.63,23.19,1887.27,0.96
fan_01209,0,1112.4,0.81,67.76,47154.35,0.37
fan_01210,2,95.9,0.28,14.63,289.52,0.18
fan_01211,0,1527.98,0.67,50.86,3276.03,0.59
fan_01212,0,535.44,0.08,14.74,128.74,0.38
fan_01213,0,1782.93,0.79,36.05,44344.34,0.57
fan_01214,1,490.15,0.13,28.21,187.97,0.3
fan_01215,4,20321.58,0.66,41.69,1066.42,1
fan_01216,1,64.81,0.12,17.4,96.58,0.32
fan_01217,0,145.11,0.29,5.06,68.96,0.34
fan_01218,3,2874.74,0.65,63.93,30401.39,0.55
fan_01219,6,36271.76,0.31,36.06,568.38,0.93
fan_01220,11,13851.6,0.62,36.2,3139.84,0.82
fan_01221,1,1883.94,0.87,42.93,3458.32,0.53
fan_01222,0,1149.8,0.79,108.48,13128.42,0.5
fan_01223,5,39564.76,0.62,49.43,691.79,0.97
fan_01224,0,308.97,0.16,16.08,293.93,0.34
fan_01225,1,134.58,0.15,14.26,18.14,0.38
fan_01226,1,2728.85,0.59,30.95,44440.34,0.48
fan_01227,1,1561.79,0.5,70.45,28072.54,0.21
fan_01228,1,1872.14,0.66,80.59,5806.74,0.35
fan_01229,1,2340.01,0.64,36.88,10818.88,0.52
fan_01230,1,119.42,0.77,71.09,5332.77,0.51
fan_01231,3,39677.62,0.51,32.52,822.98,0.87
fan_01232,9,8640.43,0.82,34.03,4849.75,0.84
fan_01233,4,36907.38,0.45,19.76,651.18,0.8
fan_01234,2,885.32,0.09,24.81,27.05,0.32
fan_01235,1,394.78,0.91,65.06,13018.06,0.31
fan_01236,0,868,0.86,62.38,1233.96,0.48
fan_01237,1,570.71,0.9,74.59,4590.77,0.35
fan_01238,1,2605.78,0.56,42.82,27799.78,0.27
fan_01239,2,1157.39,0.61,47.03,41700.9,0.57
fan_01240,1,340.34,0.26,21.67,151.13,0.28
fan_01241,1,1690.2,0.68,46.79,4935.06,0.62
fan_01242,1,436.32,0.29,25.55,498.72,0.33
fan_01243,6,30096.16,0.46,42.56,324.19,0.71
fan_01244,0,1030.41,0.75,48.23,28174.89,0.4
fan_01245,0,1636.78,0.98,114.93,3163.27,0.37
fan_01246,4,30527.06,0.57,21.76,1442.38,1
fan_01247,1,92.67,0.63,65.76,1526.55,0.53
fan_01248,3,1972.5,0.71,42.84,8949.92,0.31
fan_01249,4,31029.95,0.52,19.9,573.2,0.81
fan_01250,1,1581.79,0.75,70.68,44302.11,0.54
fan_01251,4,11740.37,0.49,49.73,1665.29,0.83
fan_01252,12,10858.86,0.63,31.52,899.1,0.95
fan_01253,1,1961.61,0.82,109.95,6819.48,0.46
fan_01254,8,14859.25,0.62,25.2,1844.02,0.82
fan_01255,2,18984.44,0.6,41.44,770.18,0.79
fan_01256,0,718.43,0.83,32.84,42609.28,0.52
fan_01257,7,5341.13,0.89,47.42,638.42,0.85
fan_01258,1,929.69,0.85,105.1,11336.61,0.48
fan_01259,0,1852.82,0.58,77.35,17999.38,0.51
fan_01260,0,951.27,0.77,84.63,5007.97,0.56
fan_01261,3,16852.39,0.4,32.48,198.38,1
fan_01262,1,1572.64,0.8,60.14,2382.16,0.57
fan_01263,8,19871.93,0.6,43.29,3865.75,0.95
fan_01264,1,1137.62,0.65,44.68,8018.91,0.32
fan_01265,1,447.92,0.86,60.69,12232.98,0.34
fan_01266,2,1536.95,0.65,49.12,30359.97,0.54
fan_01267,1,1217.55,0.47,44.77,28744.71,0.37
fan_01268,1,1956.73,0.79,108.35,2730.61,0.39
fan_01269,5,39057.84,0.36,36.38,607,0.81
fan_01270,6,34297.82,0.68,37.82,709.55,0.96
fan_01271,2,257.97,0.22,20.56,182.94,0.29
fan_01272,1,1960.77,0.53,77.99,31986.3,0.24
fan_01273,3,994.4,0.63,36.24,44396.69,0.35
fan_01274,6,14399.69,0.5,30.22,1077.48,0.9
fan_01275,3,2717.58,0.65,53.01,32223,0.39
fan_01276,3,623.24,0.49,36.75,6769.89,0.32
fan_01277,1,396.07,0.3,23.93,247.44,0.33
fan_01278,2,861.43,0.75,78.97,10909.27,0.45
fan_01279,2,599.01,0.17,15.88,283.21,0.27
fan_01280,0,710.54,0.22,16.64,456.64,0.25
fan_01281,5,32333.14,0.46,20.35,851.71,0.87
fan_01282,1,505.35,0.14,19.19,193.68,0.37
fan_01283,3,2260.61,0.46,54.42,18544.95,0.51
fan_01284,4,37627.13,0.46,40.97,511.75,0.84
fan_01285,0,346.62,0.89,62.12,9521.41,0.45
fan_01286,2,99.28,0.23,15.82,402,0.31
fan_01287,6,18634.98,0.88,23.19,2761.16,0.9
fan_01288,2,665.44,0.62,53.6,26471.44,0.36
fan_01289,14,6843.23,0.85,47.93,2009.46,0.88
fan_01290,0,417.16,0.3,25.88,66.02,0.28
fan_01291,1,773.99,0.72,43.5,6367.24,0.33
fan_01292,14,17886.97,0.89,34.52,3915.98,0.86
fan_01293,14,18018.12,0.83,32.1,4935.79,0.94
fan_01294,3,23558.89,0.47,26.77,1725.08,0.92
fan_01295,2,18.89,0.12,12.9,395.44,0.39
fan_01296,6,15841.33,0.54,49.92,91.88,0.81
fan_01297,1,790.1,0.14,12.03,17.18,0.28
fan_01298,2,119.5,0.08,18.43,341.72,0.28
fan_01299,6,32866.59,0.43,30.27,833.91,0.72
fan_01300,0,1201.7,0.84,102.55,4929.36,0.56
fan_01301,6,8093.86,0.47,20.76,1452.33,0.81
fan_01302,1,136.63,0.17,21.52,50.97,0.34
fan_01303,3,35095.04,0.38,45.46,1242.43,0.92
fan_01304,6,12428.33,0.68,28.03,4580.3,0.87
fan_01305,0,819.06,0.41,40.01,38846.25,0.57
fan_01306,6,8345.4,0.66,15.11,722.32,0.96
fan_01307,14,7390.51,0.88,26.17,3941.09,0.92
fan_01308,2,378.6,0.09,11.17,155.21,0.17
fan_01309,3,22089.62,0.61,49.1,1385.46,0.96
fan_01310,14,7255.57,0.67,59.9,3891.41,0.89
fan_01311,0,693.79,0.15,5.89,286.2,0.15
fan_01312,1,543.76,0.85,107.92,9772.28,0.68
fan_01313,9,13307.93,0.56,54.81,4639.09,0.97
fan_01314,1,847.44,0.82,44.42,44425.98,0.54
fan_01315,1,585.15,0.23,29.18,460.64,0.16
fan_01316,3,2725.62,0.46,30.83,27009.62,0.47
fan_01317,4,12147.23,0.34,43.09,475.73,0.97
fan_01318,1,932.12,0.19,21.26,234.53,0.11
fan_01319,1,439.9,0.64,105.83,13545.76,0.52
fan_01320,9,7344.11,0.81,26.3,4994.52,0.88
fan_01321,1,422.1,0.28,14.82,385.48,0.24
fan_01322,9,21726.62,0.58,42.36,1771.39,0.97
fan_01323,6,17818.94,0.71,53.48,2985.96,0.99
fan_01324,0,926.93,0.93,115.65,3175.2,0.56
fan_01325,0,1098.31,0.64,59.28,28315.04,0.26
fan_01326,3,36406.76,0.68,27.19,565.74,0.99
fan_01327,3,1705.96,0.42,78.2,44317.64,0.37
fan_01328,5,18815.26,0.53,20.05,1024.68,0.83
fan_01329,13,22781.82,0.67,35.69,2057.73,0.85
fan_01330,5,13282.21,0.53,42.91,1947.85,0.81
fan_01331,3,2956.53,0.71,49.47,31216.27,0.21
fan_01332,8,23412.36,0.76,31.6,3603.28,0.83
fan_01333,3,1072.57,0.7,67.25,7002.88,0.24
fan_01334,6,31499.02,0.67,26.08,1459.6,0.92
fan_01335,3,14509.17,0.67,20.74,1207.87,0.73
fan_01336,13,7078.13,0.61,46.27,2774.84,0.85
fan_01337,1,129.34,0.74,82.04,13982.35,0.44
fan_01338,0,1717.39,0.75,110.25,12017.34,0.51
fan_01339,2,1666.61,0.83,40.04,26707.5,0.43
fan_01340,8,19074.03,0.76,53.39,3287.01,0.83
fan_01341,0,905.53,0.09,21.5,99.71,0.32
fan_01342,2,823.35,0.14,19.2,106.97,0.11
fan_01343,3,17865.72,0.47,40.84,830.11,0.84
fan_01344,2,925.84,0.12,7.6,150.33,0.2
fan_01345,2,22.81,0.3,19.21,275.7,0.16
fan_01346,1,1551.76,0.97,93.68,12663.84,0.49
fan_01347,0,1715.79,0.93,106.09,7666.08,0.47
fan_01348,6,13149.2,0.55,32.9,661.47,0.85
fan_01349,2,12386.56,0.5,20.79,758.12,0.88
fan_01350,7,5433.65,0.55,50.1,2658.3,0.95
fan_01351,0,853.92,0.26,16.65,62.12,0.35
fan_01352,1,350.86,0.83,90.71,7057.05,0.37
fan_01353,13,18000.42,0.85,44.47,1109.47,0.94
fan_01354,2,2255.09,0.77,48.55,45103.01,0.5
fan_01355,0,762.4,0.2,25.54,474.45,0.28
fan_01356,2,2464.75,0.75,73.35,11976.34,0.48
fan_01357,0,657.69,0.97,106.01,5092.91,0.31
fan_01358,1,1442.3,0.62,65.33,36094.19,0.41
fan_01359,10,22240.4,0.68,45.48,3513.25,1
fan_01360,4,20496.54,0.61,41.21,783.9,0.71
fan_01361,3,39460.71,0.37,24.18,588.52,0.8
fan_01362,0,688.82,0.06,22.06,244.23,0.25
fan_01363,3,2953.72,0.67,66.39,11303.12,0.32
fan_01364,13,14651.3,0.68,37.11,1421.62,0.99
fan_01365,5,13935.26,0.44,27.74,1001.6,0.84
fan_01366,0,1725.78,0.56,31.07,27486.52,0.24
fan_01367,12,21602.59,0.78,41.02,4990.06,0.98
fan_01368,0,1428.04,0.59,79.21,47646.22,0.54
fan_01369,10,9115.6,0.88,36.17,4949.53,0.88
fan_01370,1,1219.21,0.84,61.21,9516.11,0.41
fan_01371,0,244.02,0.28,12.4,382.36,0.27
fan_01372,8,14578.54,0.57,46.9,4335.22,0.94
fan_01373,1,1169.76,0.97,106.23,8298.21,0.62
fan_01374,8,6925.22,0.85,57.35,2614.66,0.82
fan_01375,1,1065.17,0.43,34.71,14114.51,0.36
fan_01376,12,9059.64,0.61,47.77,4759.05,1
fan_01377,5,33481.02,0.57,36.13,1596.3,0.84
fan_01378,0,1293.99,0.62,94.92,9072.62,0.55
fan_01379,1,594.1,0.27,10.12,28.51,0.11
fan_01380,0,739.13,0.6,62.21,7159.86,0.48
fan_01381,1,716.66,0.18,20.18,401.86,0.12
fan_01382,1,2354.99,0.6,30.7,40164.28,0.45
fan_01383,2,1794.83,0.61,47,34402.56,0.35
fan_01384,10,9930.58,0.55,37.93,3819.12,0.82
fan_01385,6,15492.14,0.79,43.96,3226.65,0.98
fan_01386,1,1039.35,0.93,48.97,3011.83,0.47
fan_01387,0,145.17,0.15,7.86,379.41,0.31
fan_01388,2,28911.82,0.59,38.08,991.45,0.8
fan_01389,1,1147.48,0.48,61.54,22272.64,0.46
fan_01390,3,12819.82,0.35,35.49,1323.74,0.82
fan_01391,0,728.61,0.99,113.17,4842.02,0.49
fan_01392,2,959.53,0.22,8.2,310.9,0.38
fan_01393,1,1849.05,0.94,52.13,14086.03,0.46
fan_01394,0,811.69,0.19,29.64,470.62,0.16
fan_01395,1,1554.94,0.69,65.02,21004.44,0.5
fan_01396,0,128.53,0.23,15.96,5.26,0.28
fan_01397,11,24215.79,0.84,30.38,2391.76,0.91
fan_01398,7,20441.67,0.7,37.6,4108.8,0.89
fan_01399,0,730.15,0.74,61.81,8728.1,0.52
fan_01400,8,14944.5,0.65,58.86,3608.95,0.83
fan_01401,9,6358.77,0.9,45,3714.07,0.93
fan_01402,2,986.33,0.24,16.98,85.73,0.22
fan_01403,0,1628.33,0.84,41.93,22311.42,0.5
fan_01404,3,11880.55,0.53,29.13,1915.5,0.86
fan_01405,5,13958.22,0.39,33.77,963.39,0.9
fan_01406,11,9073.14,0.74,56.64,4765.52,0.96
fan_01407,0,916.79,0.7,101.27,14217.33,0.54
fan_01408,3,754.7,0.44,76.75,49011.71,0.55
fan_01409,0,2259.01,0.48,61.56,48884.78,0.37
fan_01410,1,1348.04,0.77,31.27,29121.3,0.24
fan_01411,8,9070.16,0.53,30.48,1327.3,0.87
fan_01412,0,937.81,0.17,6.37,260.87,0.15
fan_01413,3,1295.59,0.63,70.51,20992.71,0.54
fan_01414,0,586.77,0.71,96.65,11442.17,0.64
fan_01415,0,989.71,0.82,79.92,1287.59,0.55
fan_01416,4,35828.47,0.32,15.09,483.2,0.87
fan_01417,2,2032.06,0.7,61.59,33022.59,0.59
fan_01418,5,8767.03,0.35,45.89,428.93,0.92
fan_01419,9,24150.71,0.75,39.3,2687.54,0.95
fan_01420,1,786.69,1,64.77,10508.46,0.45
fan_01421,3,1788.29,0.7,57.7,12486.81,0.4
fan_01422,3,29758.62,0.42,31.91,1999.02,0.7
fan_01423,0,366.29,0.24,23.29,59.91,0.35
fan_01424,1,1727.3,0.62,96.66,12175.36,0.61
fan_01425,2,1918.11,0.47,59.66,49584.71,0.53
fan_01426,3,9944.06,0.31,22.62,1516.6,0.96
fan_01427,0,41.22,0.26,9.07,145.5,0.34
fan_01428,2,12330.65,0.59,45,1103.62,0.77
